K 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
9.53908 0.00288762 0.00318022 0.00351786 0.00390993 0.00436832 0.00490819 0.005549 0.00631599 0.00724221 0.0083713 0.00976132 0.0114899 0.013661 0.0164127 0.0199242 0.024416 0.0301254 0.0372226 0.0456069 0.054554 0.062401 0.0668667 0.0664033 0.0614451 0.0539558 0.0459417 0.0386072 0.0323984 0.0273346 0.0232663 0.0200071 0.017387 0.0152662 0.0135352 0.0121098 0.0109258 0.00993375 0.00909597 0.00838314 0.00777242 0.00724585 0.00678917 0.00639097 0.00604206 0.00573499 0.00546362 0.00522293 
9.61924 0.00286713 0.00315789 0.00349346 0.00388322 0.00433904 0.00487603 0.00551364 0.00627713 0.00719958 0.00832476 0.00971098 0.0114364 0.013606 0.0163595 0.0198797 0.0243926 0.0301449 0.0373199 0.0458306 0.0549514 0.0629794 0.0675501 0.0670507 0.0619402 0.0542658 0.0460972 0.038657 0.0323842 0.0272848 0.0231985 0.0199316 0.0173096 0.0151899 0.0134617 0.0120398 0.0108595 0.00987115 0.00903688 0.00832734 0.00771965 0.00719584 0.00674167 0.00634576 0.00599892 0.00569372 0.00542405 0.0051849 
9.6994 0.00284677 0.00313569 0.00346921 0.00385666 0.00430989 0.004844 0.0054784 0.00623836 0.007157 0.0082782 0.00966053 0.0113827 0.0135504 0.0163056 0.019834 0.0243673 0.0301619 0.0374146 0.0460523 0.0553495 0.0635624 0.0682407 0.0677041 0.0624373 0.0545745 0.0462499 0.0387039 0.0323675 0.0272332 0.0231294 0.0198553 0.0172317 0.0151134 0.0133882 0.0119699 0.0107933 0.00980873 0.00897802 0.00827179 0.00766714 0.00714611 0.00669446 0.00630083 0.00595606 0.00565273 0.00538476 0.00514714 
9.77956 0.00282653 0.00311363 0.00344509 0.00383024 0.00428089 0.00481209 0.00544328 0.00619968 0.00711448 0.00823164 0.00960998 0.0113286 0.0134944 0.0162509 0.019787 0.0243403 0.0301766 0.0375067 0.0462722 0.0557481 0.0641499 0.0689386 0.0683636 0.0629364 0.0548817 0.0463996 0.0387477 0.0323483 0.0271797 0.0230591 0.0197782 0.0171533 0.0150367 0.0133145 0.0119 0.0107273 0.00974651 0.00891939 0.00821649 0.0076149 0.00709665 0.00664752 0.00625618 0.00591348 0.00561202 0.00534574 0.00510966 
9.85972 0.00280643 0.0030917 0.00342111 0.00380396 0.00425202 0.00478033 0.00540827 0.00616111 0.00707202 0.00818508 0.00955933 0.0112744 0.013438 0.0161954 0.0197388 0.0243115 0.0301889 0.037596 0.0464899 0.0561472 0.064742 0.0696439 0.0690291 0.0634375 0.0551874 0.0465463 0.0387886 0.0323266 0.0271245 0.0229876 0.0197004 0.0170745 0.0149598 0.0132409 0.0118302 0.0106614 0.00968448 0.00886099 0.00816145 0.00756292 0.00704747 0.00660087 0.00621181 0.00587118 0.00557159 0.005307 0.00507245 
9.93988 0.00278646 0.00306991 0.00339727 0.00377781 0.00422329 0.00474869 0.0053734 0.00612263 0.00702962 0.00813853 0.0095086 0.0112199 0.0133811 0.0161391 0.0196894 0.024281 0.0301988 0.0376827 0.0467056 0.0565467 0.0653387 0.0703567 0.0697007 0.0639404 0.0554914 0.0466899 0.0388264 0.0323026 0.0270675 0.022915 0.0196218 0.0169953 0.0148827 0.0131672 0.0117604 0.0105957 0.00962266 0.00880283 0.00810666 0.00751122 0.00699856 0.0065545 0.00616773 0.00582917 0.00553144 0.00526854 0.00503552 
10.02 0.00276662 0.00304825 0.00337357 0.00375181 0.0041947 0.0047172 0.00533865 0.00608427 0.0069873 0.00809199 0.0094578 0.0111652 0.0133238 0.0160821 0.0196389 0.0242487 0.0302064 0.0377665 0.0469192 0.0569466 0.0659399 0.0710769 0.0703784 0.0644452 0.0557938 0.0468304 0.0388611 0.0322761 0.0270087 0.0228411 0.0195425 0.0169157 0.0148054 0.0130935 0.0116907 0.0105301 0.00956104 0.00874491 0.00805213 0.00745979 0.00694994 0.00650841 0.00612393 0.00578744 0.00549158 0.00523036 0.00499885 
10.1002 0.00274691 0.00302673 0.00335 0.00372595 0.00416625 0.00468584 0.00530402 0.00604601 0.00694506 0.00804548 0.00940693 0.0111103 0.0132661 0.0160244 0.0195872 0.0242147 0.0302115 0.0378476 0.0471305 0.0573467 0.0665457 0.0718048 0.0710624 0.0649518 0.0560944 0.0469678 0.0388928 0.0322472 0.0269483 0.0227662 0.0194625 0.0168357 0.014728 0.0130198 0.0116212 0.0104647 0.00949964 0.00868723 0.00799787 0.00740863 0.00690159 0.00646261 0.00608042 0.00574598 0.00545198 0.00519245 0.00496246 
10.1804 0.00272733 0.00300534 0.00332658 0.00370024 0.00413795 0.00465462 0.00526953 0.00600787 0.0069029 0.007999 0.009356 0.0110553 0.013208 0.0159661 0.0195343 0.0241789 0.0302143 0.0379259 0.0473396 0.0577471 0.0671561 0.0725404 0.0717525 0.0654601 0.0563931 0.047102 0.0389214 0.0322158 0.0268862 0.0226902 0.0193819 0.0167553 0.0146504 0.0129461 0.0115517 0.0103995 0.00943846 0.00862979 0.00794387 0.00735775 0.00685353 0.00641708 0.00603718 0.00570481 0.00541267 0.00515481 0.00492634 
10.2605 0.00270788 0.00298408 0.0033033 0.00367466 0.00410979 0.00462355 0.00523518 0.00596985 0.00686082 0.00795255 0.00930503 0.011 0.0131495 0.015907 0.0194804 0.0241415 0.0302148 0.0380014 0.0475463 0.0581476 0.067771 0.0732837 0.0724489 0.06597 0.0566899 0.047233 0.0389469 0.0321822 0.0268224 0.0226131 0.0193006 0.0166747 0.0145727 0.0128724 0.0114824 0.0103345 0.00937749 0.0085726 0.00789013 0.00730714 0.00680574 0.00637184 0.00599423 0.00566391 0.00537363 0.00511744 0.00489048 
10.3407 0.00268855 0.00296296 0.00328015 0.00364924 0.00408178 0.00459262 0.00520096 0.00593194 0.00681884 0.00790614 0.00925403 0.0109446 0.0130907 0.0158473 0.0194254 0.0241024 0.0302129 0.038074 0.0477506 0.0585482 0.0683905 0.0740348 0.0731515 0.0664816 0.0569847 0.0473607 0.0389694 0.0321461 0.026757 0.0225349 0.0192187 0.0165937 0.0144949 0.0127987 0.0114132 0.0102696 0.00931676 0.00851567 0.00783666 0.00725681 0.00675824 0.00632688 0.00595156 0.0056233 0.00533487 0.00508035 0.00485489 
10.4208 0.00266936 0.00294198 0.00325715 0.00362395 0.00405391 0.00456183 0.00516688 0.00589416 0.00677695 0.00785978 0.00920299 0.010889 0.0130315 0.015787 0.0193693 0.0240616 0.0302086 0.0381438 0.0479524 0.0589488 0.0690145 0.0747939 0.0738605 0.0669947 0.0572774 0.0474851 0.0389888 0.0321077 0.02669 0.0224557 0.0191362 0.0165124 0.014417 0.0127251 0.0113441 0.010205 0.00925625 0.00845899 0.00778347 0.00720676 0.00671102 0.0062822 0.00590916 0.00558296 0.00529638 0.00504352 0.00481957 
10.501 0.00265029 0.00292113 0.00323429 0.00359881 0.0040262 0.00453119 0.00513294 0.00585651 0.00673516 0.00781348 0.00915193 0.0108333 0.012972 0.015726 0.0193122 0.0240192 0.030202 0.0382106 0.0481517 0.0593493 0.0696431 0.075561 0.0745758 0.0675093 0.057568 0.0476061 0.0390052 0.0320671 0.0266214 0.0223755 0.0190531 0.0164308 0.014339 0.0126516 0.0112751 0.0101405 0.00919598 0.00840258 0.00773055 0.00715699 0.00666408 0.00623781 0.00586705 0.0055429 0.00525816 0.00500696 0.00478451 
10.5812 0.00263135 0.00290042 0.00321157 0.00357382 0.00399863 0.0045007 0.00509914 0.00581899 0.00669348 0.00776724 0.00910087 0.0107775 0.0129122 0.0156644 0.019254 0.0239752 0.030193 0.0382746 0.0483485 0.0597496 0.0702762 0.0763361 0.0752975 0.0680253 0.0578562 0.0477237 0.0390185 0.0320241 0.0265512 0.0222944 0.0189695 0.016349 0.014261 0.0125781 0.0112063 0.0100762 0.00913595 0.00834642 0.0076779 0.0071075 0.00661743 0.0061937 0.00582522 0.00550312 0.00522021 0.00497067 0.00474971 
10.6613 0.00261255 0.00287984 0.00318899 0.00354897 0.00397121 0.00447036 0.00506549 0.0057816 0.00665191 0.00772107 0.00904979 0.0107216 0.012852 0.0156023 0.0191949 0.0239296 0.0301818 0.0383356 0.0485425 0.0601497 0.0709139 0.0771194 0.0760256 0.0685427 0.0581422 0.0478379 0.0390287 0.0319788 0.0264795 0.0222123 0.0188853 0.0162669 0.0141829 0.0125046 0.0111377 0.0100122 0.00907616 0.00829053 0.00762552 0.00705829 0.00657106 0.00614987 0.00578367 0.00546361 0.00518254 0.00493465 0.00471517 
10.7415 0.00259386 0.00285939 0.00316655 0.00352427 0.00394393 0.00444017 0.00503198 0.00574434 0.00661045 0.00767496 0.00899873 0.0106655 0.0127916 0.0155396 0.0191347 0.0238824 0.0301682 0.0383937 0.0487339 0.0605495 0.0715561 0.0779109 0.0767601 0.0690613 0.0584257 0.0479486 0.0390358 0.0319313 0.0264064 0.0221293 0.0188007 0.0161846 0.0141047 0.0124313 0.0110692 0.00994833 0.00901662 0.0082349 0.00757343 0.00700936 0.00652497 0.00610632 0.0057424 0.00542438 0.00514514 0.00489889 0.00468089 
10.8216 0.00257531 0.00283908 0.00314425 0.00349971 0.00391681 0.00441013 0.00499863 0.00570723 0.0065691 0.00762894 0.00894767 0.0106093 0.012731 0.0154763 0.0190736 0.0238337 0.0301523 0.0384488 0.0489225 0.060949 0.0722028 0.0787108 0.0775011 0.0695811 0.0587068 0.0480558 0.0390399 0.0318815 0.0263317 0.0220454 0.0187155 0.0161021 0.0140266 0.012358 0.0110009 0.00988471 0.00895733 0.00817954 0.00752161 0.00696072 0.00647917 0.00606306 0.00570141 0.00538542 0.005108 0.0048634 0.00464688 
10.9018 0.00255688 0.0028189 0.00312209 0.0034753 0.00388984 0.00438025 0.00496542 0.00567025 0.00652788 0.007583 0.00889664 0.0105531 0.01267 0.0154125 0.0190116 0.0237834 0.0301341 0.0385009 0.0491082 0.0613479 0.072854 0.079519 0.0782486 0.0701021 0.0589852 0.0481595 0.0390409 0.0318296 0.0262557 0.0219607 0.0186299 0.0160194 0.0139484 0.0122849 0.0109327 0.00982132 0.0088983 0.00812446 0.00747008 0.00691236 0.00643365 0.00602008 0.00566069 0.00534673 0.00507114 0.00482817 0.00461311 
10.982 0.00253859 0.00279886 0.00310007 0.00345104 0.00386302 0.00435051 0.00493237 0.00563342 0.00648679 0.00753716 0.00884563 0.0104968 0.0126088 0.0153482 0.0189486 0.0237316 0.0301136 0.03855 0.0492911 0.0617463 0.0735097 0.0803358 0.0790027 0.0706241 0.059261 0.0482596 0.0390389 0.0317755 0.0261782 0.0218751 0.0185439 0.0159365 0.0138702 0.0122118 0.0108648 0.00975815 0.00883952 0.00806964 0.00741882 0.00686429 0.00638841 0.00597738 0.00562025 0.00530832 0.00503454 0.0047932 0.00457961 
11.0621 0.00252041 0.00277895 0.00307819 0.00342692 0.00383636 0.00432094 0.00489947 0.00559674 0.00644582 0.0074914 0.00879466 0.0104404 0.0125474 0.0152834 0.0188848 0.0236783 0.0300909 0.0385961 0.049471 0.0621441 0.07417 0.0811611 0.0797633 0.0711471 0.0595341 0.0483561 0.0390339 0.0317192 0.0260993 0.0217887 0.0184574 0.0158535 0.013792 0.0121389 0.010797 0.00969522 0.008781 0.00801511 0.00736785 0.0068165 0.00634346 0.00593496 0.00558009 0.00527018 0.00499821 0.00475849 0.00454636 
11.1423 0.00250237 0.00275918 0.00305646 0.00340296 0.00380984 0.00429151 0.00486672 0.0055602 0.00640499 0.00744575 0.00874373 0.010384 0.0124858 0.0152182 0.01882 0.0236236 0.0300659 0.0386392 0.049648 0.0625412 0.0748347 0.0819951 0.0805305 0.071671 0.0598043 0.048449 0.0390258 0.0316608 0.0260191 0.0217015 0.0183705 0.0157703 0.0137138 0.0120661 0.0107294 0.00963252 0.00872275 0.00796085 0.00731717 0.006769 0.0062988 0.00589282 0.00554021 0.00523231 0.00496214 0.00472403 0.00451336 
11.2224 0.00248445 0.00273953 0.00303486 0.00337913 0.00378348 0.00426225 0.00483414 0.00552382 0.00636429 0.0074002 0.00869285 0.0103275 0.012424 0.0151525 0.0187545 0.0235674 0.0300387 0.0386793 0.0498218 0.0629375 0.0755038 0.0828379 0.0813044 0.0721958 0.0600717 0.0485382 0.0390147 0.0316003 0.0259376 0.0216135 0.0182833 0.0156869 0.0136357 0.0119934 0.0106621 0.00957007 0.00866476 0.00790687 0.00726677 0.00672179 0.00625442 0.00585096 0.0055006 0.00519471 0.00492633 0.00468984 0.00448061 
11.3026 0.00246665 0.00272003 0.0030134 0.00335546 0.00375728 0.00423314 0.00480171 0.00548759 0.00632373 0.00735477 0.00864203 0.010271 0.012362 0.0150863 0.0186881 0.0235098 0.0300092 0.0387164 0.0499926 0.0633329 0.0761774 0.0836895 0.0820849 0.0727213 0.0603361 0.0486237 0.0390006 0.0315377 0.0258548 0.0215248 0.0181956 0.0156035 0.0135576 0.0119209 0.0105949 0.00950787 0.00860704 0.00785318 0.00721665 0.00667486 0.00621032 0.00580938 0.00546126 0.00515737 0.00489079 0.0046559 0.00444812 
11.3828 0.00244898 0.00270065 0.00299209 0.00333193 0.00373122 0.00420419 0.00476944 0.00545152 0.00628331 0.00730944 0.00859128 0.0102144 0.0122998 0.0150198 0.0186208 0.0234508 0.0299776 0.0387504 0.0501602 0.0637273 0.0768555 0.08455 0.0828721 0.0732474 0.0605974 0.0487055 0.0389835 0.0314731 0.0257707 0.0214354 0.0181077 0.01552 0.0134795 0.0118486 0.010528 0.00944592 0.0085496 0.00779976 0.00716682 0.00662822 0.0061665 0.00576808 0.0054222 0.00512031 0.00485551 0.00462222 0.00441587 
11.4629 0.00243144 0.00268141 0.00297091 0.00330856 0.00370532 0.0041754 0.00473733 0.0054156 0.00624304 0.00726424 0.00854059 0.0101579 0.0122374 0.0149528 0.0185528 0.0233904 0.0299437 0.0387813 0.0503246 0.0641207 0.0775379 0.0854195 0.083666 0.0737742 0.0608557 0.0487836 0.0389634 0.0314065 0.0256854 0.0213453 0.0180194 0.0154363 0.0134016 0.0117764 0.0104613 0.00938423 0.00849243 0.00774663 0.00711729 0.00658186 0.00612297 0.00572706 0.00538341 0.00508351 0.00482049 0.00458879 0.00438387 
11.5431 0.00241401 0.00266229 0.00294988 0.00328533 0.00367958 0.00414677 0.00470538 0.00537984 0.00620292 0.00721916 0.00848998 0.0101013 0.0121749 0.0148854 0.0184841 0.0233287 0.0299078 0.0388092 0.0504857 0.0645129 0.0782247 0.0862982 0.0844666 0.0743014 0.0611107 0.048858 0.0389404 0.0313379 0.0255988 0.0212546 0.0179308 0.0153527 0.0133237 0.0117043 0.0103948 0.00932279 0.00843554 0.00769379 0.00706804 0.00653579 0.00607973 0.00568632 0.0053449 0.00504698 0.00478573 0.00455561 0.00435211 
11.6232 0.00239672 0.00264331 0.00292898 0.00326224 0.00365399 0.0041183 0.0046736 0.00534425 0.00616295 0.00717421 0.00843945 0.0100447 0.0121123 0.0148177 0.0184146 0.0232656 0.0298696 0.0388341 0.0506435 0.0649039 0.0789159 0.087186 0.085274 0.0748291 0.0613624 0.0489286 0.0389145 0.0312673 0.0255111 0.0211632 0.017842 0.0152689 0.0132459 0.0116325 0.0103285 0.00926162 0.00837893 0.00764124 0.00701908 0.00649001 0.00603677 0.00564585 0.00530665 0.00501071 0.00475122 0.00452269 0.0043206 
11.7034 0.00237954 0.00262446 0.00290822 0.00323931 0.00362855 0.00409 0.00464198 0.00530882 0.00612314 0.00712939 0.00838901 0.00998818 0.0120495 0.0147497 0.0183443 0.0232013 0.0298294 0.0388559 0.0507979 0.0652936 0.0796114 0.0880832 0.0860882 0.0753571 0.0616108 0.0489954 0.0388856 0.0311949 0.0254223 0.0210712 0.0177529 0.0151851 0.0131682 0.0115608 0.0102625 0.00920071 0.0083226 0.00758897 0.00697041 0.00644452 0.00599409 0.00560567 0.00526868 0.0049747 0.00471697 0.00449001 0.00428933 
11.7836 0.00236249 0.00260575 0.00288761 0.00321652 0.00360327 0.00406185 0.00461053 0.00527355 0.00608348 0.00708471 0.00833867 0.00993165 0.0119867 0.0146812 0.0182734 0.0231356 0.029787 0.0388747 0.0509489 0.0656819 0.0803112 0.0889897 0.0869092 0.0758853 0.0618557 0.0490583 0.0388538 0.0311205 0.0253323 0.0209786 0.0176635 0.0151013 0.0130906 0.0114894 0.0101967 0.00914008 0.00826656 0.007537 0.00692203 0.00639932 0.00595169 0.00556575 0.00523097 0.00493896 0.00468298 0.00445758 0.00425831 
11.8637 0.00234556 0.00258716 0.00286713 0.00319388 0.00357815 0.00403386 0.00457924 0.00523845 0.00604398 0.00704017 0.00828843 0.00987515 0.0119237 0.0146125 0.0182018 0.0230688 0.0297426 0.0388904 0.0510965 0.0660687 0.0810153 0.0899057 0.0877371 0.0764136 0.0620971 0.0491175 0.0388192 0.0310443 0.0252413 0.0208855 0.0175739 0.0150175 0.0130131 0.0114181 0.0101312 0.00907972 0.0082108 0.00748532 0.00687394 0.0063544 0.00590957 0.00552612 0.00519353 0.00490348 0.00464924 0.0044254 0.00422752 
11.9439 0.00232876 0.0025687 0.00284679 0.00317138 0.00355318 0.00400604 0.00454812 0.00520352 0.00600465 0.00699578 0.0082383 0.00981868 0.0118606 0.0145435 0.0181295 0.0230007 0.0296961 0.038903 0.0512405 0.0664538 0.0817237 0.0908313 0.0885718 0.076942 0.062335 0.0491729 0.0387817 0.0309662 0.0251492 0.0207918 0.0174841 0.0149337 0.0129358 0.011347 0.0100659 0.00901963 0.00815534 0.00743393 0.00682614 0.00630977 0.00586774 0.00548676 0.00515636 0.00486825 0.00461575 0.00439346 0.00419698 
12.024 0.00231207 0.00255037 0.00282659 0.00314904 0.00352837 0.00397838 0.00451717 0.00516876 0.00596548 0.00695153 0.00818828 0.00976226 0.0117975 0.0144742 0.0180566 0.0229314 0.0296476 0.0389127 0.051381 0.0668373 0.0824363 0.0917666 0.0894134 0.0774703 0.0625692 0.0492244 0.0387413 0.0308863 0.025056 0.0206976 0.0173942 0.0148499 0.0128586 0.0112762 0.0100009 0.00895983 0.00810016 0.00738283 0.00677864 0.00626543 0.00582619 0.00544767 0.00511946 0.00483329 0.00458252 0.00436177 0.00416667 
12.1042 0.00229551 0.00253218 0.00280653 0.00312684 0.00350371 0.00395089 0.00448639 0.00513417 0.00592647 0.00690744 0.00813838 0.00970589 0.0117343 0.0144046 0.0179831 0.022861 0.0295971 0.0389192 0.0515179 0.0672191 0.083153 0.0927116 0.0902619 0.0779985 0.0627997 0.049272 0.0386982 0.0308047 0.0249619 0.020603 0.017304 0.0147661 0.0127815 0.0112055 0.00993609 0.0089003 0.00804527 0.00733203 0.00673143 0.00622138 0.00578492 0.00540885 0.00508282 0.00479858 0.00454953 0.00433032 0.00413659 
12.1844 0.00227906 0.00251411 0.0027866 0.00310478 0.00347921 0.00392355 0.00445578 0.00509975 0.00588764 0.0068635 0.0080886 0.00964959 0.011671 0.0143348 0.017909 0.0227894 0.0295445 0.0389228 0.0516512 0.0675989 0.083874 0.0936665 0.0911173 0.0785265 0.0630263 0.0493158 0.0386523 0.0307214 0.0248668 0.0205078 0.0172137 0.0146824 0.0127047 0.0111351 0.00987159 0.00884107 0.00799068 0.00728152 0.00668451 0.00617761 0.00574393 0.00537031 0.00504645 0.00476413 0.0045168 0.00429912 0.00410675 
12.2645 0.00226274 0.00249617 0.00276681 0.00308288 0.00345486 0.00389639 0.00442534 0.00506551 0.00584898 0.00681972 0.00803895 0.00959335 0.0116078 0.0142647 0.0178344 0.0227166 0.0294901 0.0389233 0.0517808 0.0679768 0.084599 0.0946314 0.0919797 0.0790541 0.0632492 0.0493558 0.0386036 0.0306363 0.0247708 0.0204122 0.0171233 0.0145987 0.0126279 0.011065 0.00980736 0.00878212 0.00793639 0.00723131 0.00663788 0.00613413 0.00570321 0.00533204 0.00501034 0.00472994 0.00448431 0.00426815 0.00407715 
12.3447 0.00224654 0.00247835 0.00274716 0.00306111 0.00343067 0.00386938 0.00439507 0.00503144 0.00581049 0.0067761 0.00798944 0.00953719 0.0115444 0.0141944 0.0177592 0.0226428 0.0294337 0.0389208 0.0519067 0.0683526 0.0853281 0.0956064 0.092849 0.0795813 0.0634681 0.0493919 0.0385521 0.0305496 0.0246738 0.0203162 0.0170327 0.0145151 0.0125514 0.010995 0.0097434 0.00872346 0.00788239 0.0071814 0.00659155 0.00609094 0.00566278 0.00529404 0.00497449 0.004696 0.00445206 0.00423742 0.00404777 
12.4248 0.00223045 0.00246067 0.00272765 0.0030395 0.00340663 0.00384254 0.00436497 0.00499755 0.00577218 0.00673265 0.00794006 0.00948111 0.0114811 0.014124 0.0176834 0.0225679 0.0293754 0.0389153 0.0520288 0.0687263 0.0860613 0.0965915 0.0937253 0.0801079 0.063683 0.0494241 0.038498 0.0304613 0.024576 0.0202198 0.0169421 0.0144315 0.012475 0.0109253 0.00967972 0.00866509 0.00782869 0.00713178 0.0065455 0.00604803 0.00562262 0.00525631 0.0049389 0.00466231 0.00442007 0.00420693 0.00401863 
12.505 0.00221448 0.00244311 0.00270827 0.00301803 0.00338275 0.00381587 0.00433505 0.00496383 0.00573404 0.00668937 0.00789083 0.00942513 0.0114177 0.0140533 0.0176072 0.022492 0.0293152 0.0389068 0.0521472 0.0690977 0.0867985 0.0975869 0.0946086 0.0806339 0.0638938 0.0494524 0.0384412 0.0303713 0.0244774 0.020123 0.0168513 0.0143481 0.0123988 0.0108559 0.00961631 0.00860702 0.00777529 0.00708246 0.00649975 0.0060054 0.00558275 0.00521885 0.00490357 0.00462888 0.00438831 0.00417667 0.00398971 
12.5852 0.00219864 0.00242568 0.00268903 0.00299671 0.00335902 0.00378935 0.0043053 0.0049303 0.00569609 0.00664626 0.00784174 0.00936924 0.0113544 0.0139824 0.0175304 0.0224151 0.0292532 0.0388953 0.0522617 0.0694668 0.0875396 0.0985927 0.0954989 0.0811591 0.0641005 0.0494769 0.0383818 0.0302798 0.0243779 0.0200259 0.0167605 0.0142648 0.0123228 0.0107867 0.00955319 0.00854924 0.00772218 0.00703344 0.0064543 0.00596307 0.00554314 0.00518166 0.00486851 0.00459569 0.0043568 0.00414665 0.00396102 
12.6653 0.0021829 0.00240837 0.00266992 0.00297553 0.00333545 0.00376301 0.00427572 0.00489695 0.00565832 0.00660332 0.00779281 0.00931345 0.011291 0.0139114 0.0174532 0.0223372 0.0291893 0.0388809 0.0523723 0.0698335 0.0882846 0.099609 0.0963962 0.0816835 0.064303 0.0494975 0.0383197 0.0301868 0.0242776 0.0199284 0.0166697 0.0141815 0.0122471 0.0107178 0.00949036 0.00849177 0.00766939 0.00698472 0.00640913 0.00592101 0.00550382 0.00514473 0.00483369 0.00456275 0.00432553 0.00411686 0.00393256 
12.7455 0.00216729 0.00239119 0.00265095 0.0029545 0.00331204 0.00373683 0.00424631 0.00486377 0.00562073 0.00656057 0.00774404 0.00925778 0.0112277 0.0138402 0.0173756 0.0222583 0.0291237 0.0388635 0.0524791 0.0701976 0.0890335 0.100636 0.0973005 0.0822069 0.0645013 0.0495142 0.0382551 0.0300922 0.0241765 0.0198307 0.0165788 0.0140984 0.0121715 0.0106491 0.00942782 0.00843459 0.00761689 0.0069363 0.00636426 0.00587924 0.00546477 0.00510807 0.00479914 0.00453006 0.00429449 0.0040873 0.00390432 
12.8257 0.00215179 0.00237414 0.00263211 0.00293361 0.00328878 0.00371081 0.00421708 0.00483078 0.00558332 0.00651799 0.00769542 0.00920222 0.0111644 0.0137689 0.0172975 0.0221785 0.0290562 0.0388432 0.052582 0.0705591 0.0897863 0.101673 0.0982119 0.0827292 0.0646953 0.0495271 0.0381879 0.0299962 0.0240748 0.0197326 0.0164879 0.0140154 0.0120962 0.0105807 0.00936557 0.00837772 0.0075647 0.00688818 0.00631968 0.00583776 0.00542599 0.00507167 0.00476484 0.00449762 0.0042637 0.00405797 0.0038763 
12.9058 0.00213641 0.00235721 0.00261341 0.00291286 0.00326567 0.00368496 0.00418803 0.00479797 0.0055461 0.00647559 0.00764698 0.00914679 0.0111012 0.0136975 0.017219 0.0220977 0.0289871 0.03882 0.0526809 0.0709178 0.0905427 0.102722 0.0991304 0.0832503 0.0648849 0.0495361 0.0381182 0.0298988 0.0239723 0.0196343 0.0163969 0.0139326 0.0120211 0.0105126 0.00930362 0.00832115 0.00751281 0.00684035 0.0062754 0.00579656 0.00538748 0.00503554 0.0047308 0.00446542 0.00423314 0.00402888 0.0038485 
12.986 0.00212114 0.0023404 0.00259484 0.00289226 0.00324272 0.00365927 0.00415915 0.00476534 0.00550907 0.00643338 0.0075987 0.00909149 0.011038 0.013626 0.0171401 0.0220161 0.0289162 0.0387938 0.0527759 0.0712738 0.0913029 0.103781 0.100056 0.0837702 0.06507 0.0495413 0.038046 0.0298 0.0238691 0.0195357 0.016306 0.0138499 0.0119462 0.0104448 0.00924197 0.00826489 0.00746123 0.00679283 0.0062314 0.00575563 0.00534925 0.00499966 0.00469701 0.00443347 0.00420282 0.004 0.00382093 
13.0661 0.00210599 0.00232372 0.0025764 0.0028718 0.00321992 0.00363375 0.00413044 0.0047329 0.00547223 0.00639136 0.00755059 0.00903632 0.0109748 0.0135543 0.0170609 0.0219337 0.0288437 0.0387648 0.0528669 0.0716268 0.0920667 0.104851 0.100988 0.0842886 0.0652507 0.0495427 0.0379713 0.0296998 0.0237653 0.0194369 0.0162151 0.0137674 0.0118715 0.0103772 0.00918062 0.00820894 0.00740995 0.0067456 0.0061877 0.00571499 0.00531129 0.00496405 0.00466347 0.00440176 0.00417273 0.00397136 0.00379357 
13.1463 0.00209095 0.00230716 0.0025581 0.00285149 0.00319727 0.00360839 0.00410191 0.00470064 0.00543558 0.00634953 0.00750266 0.0089813 0.0109117 0.0134826 0.0169813 0.0218504 0.0287695 0.038733 0.0529538 0.0719768 0.0928342 0.105933 0.101928 0.0848055 0.0654269 0.0495403 0.0378943 0.0295983 0.0236609 0.0193379 0.0161243 0.013685 0.0117972 0.0103099 0.00911957 0.00815329 0.00735898 0.00669868 0.00614428 0.00567464 0.0052736 0.0049287 0.00463018 0.00437029 0.00414287 0.00394294 0.00376643 
13.2265 0.00207602 0.00229072 0.00253992 0.00283132 0.00317478 0.0035832 0.00407356 0.00466857 0.00539912 0.00630789 0.00745492 0.00892642 0.0108487 0.0134109 0.0169014 0.0217663 0.0286937 0.0386983 0.0530367 0.0723237 0.0936052 0.107025 0.102875 0.0853208 0.0655985 0.049534 0.0378149 0.0294956 0.0235558 0.0192387 0.0160334 0.0136029 0.011723 0.0102429 0.00905883 0.00809796 0.00730831 0.00665205 0.00610116 0.00563456 0.00523618 0.00489361 0.00459714 0.00433906 0.00411325 0.00391474 0.00373951 
13.3066 0.00206121 0.0022744 0.00252188 0.00281129 0.00315245 0.00355817 0.00404538 0.00463668 0.00536286 0.00626644 0.00740735 0.00887169 0.0107858 0.0133391 0.0168211 0.0216814 0.0286163 0.0386608 0.0531156 0.0726674 0.0943796 0.108129 0.103829 0.0858343 0.0657654 0.049524 0.0377331 0.0293915 0.0234502 0.0191393 0.0159427 0.0135209 0.0116492 0.0101763 0.0089984 0.00804293 0.00725796 0.00660573 0.00605832 0.00559476 0.00519903 0.00485878 0.00456434 0.00430807 0.00408385 0.00388676 0.00371279 
