K 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
8.8978 0.0245371 0.0270723 0.0298852 0.032982 0.0363533 0.0399665 0.043757 0.0476195 0.0514036 0.0549162 0.0579363 0.0602427 0.0616514 0.0620529 0.0614351 0.0598844 0.0575636 0.0546772 0.0514351 0.0480252 
8.97796 0.0245285 0.0270838 0.0299234 0.033055 0.0364705 0.0401382 0.0439935 0.0479301 0.051794 0.0553865 0.0584786 0.0608402 0.0622795 0.0626821 0.062036 0.060432 0.0580407 0.0550753 0.0517534 0.0482687 
9.05812 0.024518 0.0270931 0.0299593 0.0331256 0.0365852 0.0403077 0.0442287 0.0482403 0.0521855 0.0558596 0.0590254 0.0614437 0.0629143 0.0633179 0.0626425 0.0609837 0.0585202 0.0554741 0.052071 0.0485103 
9.13828 0.0245057 0.0271003 0.0299929 0.0331937 0.0366976 0.0404752 0.0444623 0.0485501 0.052578 0.0563354 0.0595767 0.0620531 0.0635557 0.0639604 0.0632547 0.0615396 0.0590021 0.0558735 0.0523877 0.04875 
9.21844 0.0244914 0.0271054 0.0300241 0.0332594 0.0368076 0.0406406 0.0446945 0.0488595 0.0529715 0.0568139 0.0601325 0.0626684 0.064204 0.0646095 0.0638728 0.0620997 0.0594862 0.0562734 0.0527034 0.0489878 
9.2986 0.0244753 0.0271084 0.030053 0.0333225 0.0369151 0.0408037 0.0449251 0.0491683 0.0533659 0.0572951 0.0606929 0.0632899 0.0648592 0.0652655 0.0644966 0.062664 0.0599726 0.0566738 0.0530182 0.0492235 
9.37876 0.0244574 0.0271093 0.0300795 0.0333832 0.0370202 0.0409647 0.0451541 0.0494765 0.0537612 0.057779 0.0612577 0.0639174 0.0655213 0.0659283 0.0651263 0.0632324 0.0604613 0.0570745 0.0533319 0.0494572 
9.45892 0.0244376 0.027108 0.0301036 0.0334414 0.0371227 0.0411233 0.0453814 0.049784 0.0541572 0.0582655 0.0618271 0.064551 0.0661905 0.0665981 0.0657618 0.063805 0.0609521 0.0574756 0.0536445 0.0496886 
9.53908 0.024416 0.0271047 0.0301254 0.033497 0.0372226 0.0412796 0.0456069 0.0500907 0.054554 0.0587545 0.062401 0.0651908 0.0668667 0.0672749 0.0664033 0.0643817 0.0614451 0.057877 0.0539558 0.0499179 
9.61924 0.0243926 0.0270992 0.0301449 0.0335501 0.0373199 0.0414335 0.0458306 0.0503967 0.0549514 0.0592461 0.0629794 0.0658369 0.0675501 0.0679587 0.0670507 0.0649626 0.0619402 0.0582786 0.0542658 0.0501448 
9.6994 0.0243673 0.0270916 0.0301619 0.0336006 0.0374146 0.041585 0.0460523 0.0507017 0.0553495 0.0597402 0.0635624 0.0664892 0.0682407 0.0686496 0.0677041 0.0655476 0.0624373 0.0586803 0.0545745 0.0503694 
9.77956 0.0243403 0.027082 0.0301766 0.0336485 0.0375067 0.041734 0.0462722 0.0510058 0.0557481 0.0602368 0.0641499 0.0671478 0.0689386 0.0693478 0.0683636 0.0661368 0.0629364 0.059082 0.0548817 0.0505915 
9.85972 0.0243115 0.0270702 0.0301889 0.0336938 0.037596 0.0418804 0.0464899 0.0513089 0.0561472 0.0607359 0.064742 0.0678128 0.0696439 0.0700532 0.0690291 0.0667301 0.0634375 0.0594837 0.0551874 0.0508111 
9.93988 0.024281 0.0270564 0.0301988 0.0337364 0.0376827 0.0420242 0.0467056 0.0516108 0.0565467 0.0612373 0.0653387 0.0684843 0.0703567 0.070766 0.0697007 0.0673275 0.0639404 0.0598853 0.0554914 0.0510282 
10.02 0.0242487 0.0270405 0.0302064 0.0337765 0.0377665 0.0421654 0.0469192 0.0519116 0.0569466 0.0617411 0.0659399 0.0691621 0.0710769 0.0714861 0.0703784 0.067929 0.0644452 0.0602868 0.0557938 0.0512426 
10.1002 0.0242147 0.0270226 0.0302115 0.0338139 0.0378476 0.042304 0.0471305 0.0522111 0.0573467 0.0622473 0.0665457 0.0698465 0.0718048 0.0722138 0.0710624 0.0685346 0.0649518 0.0606879 0.0560944 0.0514542 
10.1804 0.0241789 0.0270026 0.0302143 0.0338487 0.0379259 0.0424398 0.0473396 0.0525093 0.0577471 0.0627557 0.0671561 0.0705375 0.0725404 0.072949 0.0717525 0.0691443 0.0654601 0.0610888 0.0563931 0.0516632 
10.2605 0.0241415 0.0269806 0.0302148 0.0338808 0.0380014 0.0425728 0.0475463 0.0528061 0.0581476 0.0632663 0.067771 0.071235 0.0732837 0.0736918 0.0724489 0.069758 0.06597 0.0614892 0.0566899 0.0518693 
10.3407 0.0241024 0.0269566 0.0302129 0.0339102 0.038074 0.042703 0.0477506 0.0531014 0.0585482 0.0637791 0.0683905 0.0719392 0.0740348 0.0744423 0.0731515 0.0703757 0.0664816 0.0618891 0.0569847 0.0520724 
10.4208 0.0240616 0.0269305 0.0302086 0.033937 0.0381438 0.0428304 0.0479524 0.0533951 0.0589488 0.0642941 0.0690145 0.0726502 0.0747939 0.0752006 0.0738605 0.0709975 0.0669947 0.0622884 0.0572774 0.0522726 
10.501 0.0240192 0.0269025 0.030202 0.0339611 0.0382106 0.0429549 0.0481517 0.0536873 0.0593493 0.0648111 0.0696431 0.0733678 0.075561 0.0759667 0.0745758 0.0716233 0.0675093 0.0626871 0.057568 0.0524698 
10.5812 0.0239752 0.0268725 0.030193 0.0339825 0.0382746 0.0430764 0.0483485 0.0539777 0.0597496 0.0653302 0.0702762 0.0740923 0.0763361 0.0767408 0.0752975 0.072253 0.0680253 0.063085 0.0578562 0.0526639 
10.6613 0.0239296 0.0268406 0.0301818 0.0340013 0.0383356 0.043195 0.0485425 0.0542663 0.0601497 0.0658512 0.0709139 0.0748236 0.0771194 0.0775228 0.0760256 0.0728867 0.0685427 0.0634821 0.0581422 0.0528549 
10.7415 0.0238824 0.0268067 0.0301682 0.0340174 0.0383937 0.0433105 0.0487339 0.0545531 0.0605495 0.0663742 0.0715561 0.0755617 0.0779109 0.0783129 0.0767601 0.0735243 0.0690613 0.0638783 0.0584257 0.0530426 
10.8216 0.0238337 0.0267709 0.0301523 0.0340308 0.0384488 0.043423 0.0489225 0.054838 0.060949 0.066899 0.0722028 0.0763069 0.0787108 0.0791112 0.0775011 0.0741658 0.0695811 0.0642734 0.0587068 0.053227 
10.9018 0.0237834 0.0267333 0.0301341 0.0340415 0.0385009 0.0435324 0.0491082 0.0551208 0.0613479 0.0674257 0.072854 0.077059 0.079519 0.0799177 0.0782486 0.0748112 0.0701021 0.0646675 0.0589852 0.0534082 
10.982 0.0237316 0.0266937 0.0301136 0.0340495 0.03855 0.0436387 0.0492911 0.0554016 0.0617463 0.0679541 0.0735097 0.0778181 0.0803358 0.0807325 0.0790027 0.0754604 0.0706241 0.0650604 0.059261 0.0535859 
11.0621 0.0236783 0.0266523 0.0300909 0.0340549 0.0385961 0.0437419 0.049471 0.0556802 0.0621441 0.0684842 0.07417 0.0785843 0.0811611 0.0815557 0.0797633 0.0761134 0.0711471 0.0654519 0.0595341 0.0537602 
11.1423 0.0236236 0.026609 0.0300659 0.0340576 0.0386392 0.0438418 0.049648 0.0559565 0.0625412 0.0690159 0.0748347 0.0793577 0.0819951 0.0823874 0.0805305 0.0767702 0.071671 0.0658422 0.0598043 0.053931 
11.2224 0.0235674 0.0265639 0.0300387 0.0340577 0.0386793 0.0439386 0.0498218 0.0562306 0.0629375 0.0695492 0.0755038 0.0801382 0.0828379 0.0832276 0.0813044 0.0774308 0.0721958 0.0662309 0.0600717 0.0540982 
11.3026 0.0235098 0.026517 0.0300092 0.0340551 0.0387164 0.044032 0.0499926 0.0565022 0.0633329 0.070084 0.0761774 0.0809259 0.0836895 0.0840765 0.0820849 0.078095 0.0727213 0.0666181 0.0603361 0.0542618 
11.3828 0.0234508 0.0264684 0.0299776 0.0340498 0.0387504 0.0441223 0.0501602 0.0567714 0.0637273 0.0706202 0.0768555 0.0817209 0.08455 0.084934 0.0828721 0.078763 0.0732474 0.0670037 0.0605974 0.0544218 
11.4629 0.0233904 0.0264179 0.0299437 0.034042 0.0387813 0.0442092 0.0503246 0.057038 0.0641207 0.0711577 0.0775379 0.0825232 0.0854195 0.0858003 0.083666 0.0794345 0.0737742 0.0673875 0.0608557 0.054578 
11.5431 0.0233287 0.0263658 0.0299078 0.0340315 0.0388092 0.0442928 0.0504857 0.057302 0.0645129 0.0716966 0.0782247 0.0833329 0.0862982 0.0866756 0.0844666 0.0801097 0.0743014 0.0677695 0.0611107 0.0547306 
11.6232 0.0232656 0.0263119 0.0298696 0.0340184 0.0388341 0.044373 0.0506435 0.0575633 0.0649039 0.0722366 0.0789159 0.0841499 0.087186 0.0875597 0.085274 0.0807884 0.0748291 0.0681496 0.0613624 0.0548792 
11.7034 0.0232013 0.0262564 0.0298294 0.0340026 0.0388559 0.0444499 0.0507979 0.0578218 0.0652936 0.0727778 0.0796114 0.0849744 0.0880832 0.0884529 0.0860882 0.0814706 0.0753571 0.0685276 0.0616108 0.0550241 
11.7836 0.0231356 0.0261992 0.029787 0.0339843 0.0388747 0.0445234 0.0509489 0.0580775 0.0656819 0.0733201 0.0803112 0.0858064 0.0889897 0.0893553 0.0869092 0.0821562 0.0758853 0.0689036 0.0618557 0.055165 
11.8637 0.0230688 0.0261404 0.0297426 0.0339635 0.0388904 0.0445935 0.0510965 0.0583302 0.0660687 0.0738633 0.0810153 0.086646 0.0899057 0.0902668 0.0877371 0.0828453 0.0764136 0.0692773 0.0620971 0.0553021 
11.9439 0.0230007 0.02608 0.0296961 0.0339401 0.038903 0.0446601 0.0512405 0.05858 0.0664538 0.0744075 0.0817237 0.0874931 0.0908313 0.0911877 0.0885718 0.0835377 0.076942 0.0696487 0.062335 0.0554351 
12.024 0.0229314 0.026018 0.0296476 0.0339141 0.0389127 0.0447233 0.051381 0.0588266 0.0668373 0.0749525 0.0824363 0.0883478 0.0917666 0.0921179 0.0894134 0.0842334 0.0774703 0.0700176 0.0625692 0.0555641 
12.1042 0.022861 0.0259545 0.0295971 0.0338856 0.0389192 0.044783 0.0515179 0.0590702 0.0672191 0.0754982 0.083153 0.0892102 0.0927116 0.0930576 0.0902619 0.0849323 0.0779985 0.0703841 0.0627997 0.0556891 
12.1844 0.0227894 0.0258894 0.0295445 0.0338547 0.0389228 0.0448393 0.0516512 0.0593105 0.0675989 0.0760445 0.083874 0.0900803 0.0936665 0.0940069 0.0911173 0.0856345 0.0785265 0.070748 0.0630263 0.0558099 
12.2645 0.0227166 0.0258228 0.0294901 0.0338212 0.0389233 0.0448921 0.0517808 0.0595475 0.0679768 0.0765915 0.084599 0.0909582 0.0946314 0.0949659 0.0919797 0.0863398 0.0790541 0.0711092 0.0632492 0.0559267 
12.3447 0.0226428 0.0257548 0.0294337 0.0337853 0.0389208 0.0449413 0.0519067 0.0597811 0.0683526 0.0771389 0.0853281 0.0918438 0.0956064 0.0959345 0.092849 0.0870481 0.0795813 0.0714676 0.0634681 0.0560393 
12.4248 0.0225679 0.0256853 0.0293754 0.0337469 0.0389153 0.0449871 0.0520288 0.0600113 0.0687263 0.0776867 0.0860613 0.0927373 0.0965915 0.096913 0.0937253 0.0877595 0.0801079 0.0718231 0.063683 0.0561476 
12.505 0.022492 0.0256144 0.0293152 0.0337062 0.0389068 0.0450294 0.0521472 0.060238 0.0690977 0.0782348 0.0867985 0.0936386 0.0975869 0.0979015 0.0946086 0.0884738 0.0806339 0.0721756 0.0638938 0.0562518 
12.5852 0.0224151 0.0255421 0.0292532 0.033663 0.0388953 0.0450681 0.0522617 0.0604612 0.0694668 0.0787831 0.0875396 0.0945479 0.0985927 0.0988999 0.0954989 0.089191 0.0811591 0.072525 0.0641005 0.0563517 
12.6653 0.0223372 0.0254684 0.0291893 0.0336175 0.0388809 0.0451033 0.0523723 0.0606807 0.0698335 0.0793315 0.0882846 0.0954652 0.099609 0.0999084 0.0963962 0.089911 0.0816835 0.0728712 0.064303 0.0564473 
12.7455 0.0222583 0.0253934 0.0291237 0.0335696 0.0388635 0.045135 0.0524791 0.0608965 0.0701976 0.07988 0.0890335 0.0963904 0.100636 0.100927 0.0973005 0.0906337 0.0822069 0.0732142 0.0645013 0.0565387 
12.8257 0.0221785 0.0253171 0.0290562 0.0335194 0.0388432 0.0451632 0.052582 0.0611085 0.0705591 0.0804283 0.0897863 0.0973236 0.101673 0.101956 0.0982119 0.0913592 0.0827292 0.0735538 0.0646953 0.0566257 
12.9058 0.0220977 0.0252395 0.0289871 0.0334669 0.03882 0.0451878 0.0526809 0.0613167 0.0709178 0.0809765 0.0905427 0.098265 0.102722 0.102996 0.0991304 0.0920872 0.0832503 0.0738899 0.0648849 0.0567083 
12.986 0.0220161 0.0251607 0.0289162 0.0334122 0.0387938 0.045209 0.0527759 0.0615211 0.0712738 0.0815244 0.0913029 0.0992144 0.103781 0.104046 0.100056 0.0928177 0.0837702 0.0742225 0.06507 0.0567866 
13.0661 0.0219337 0.0250807 0.0288437 0.0333552 0.0387648 0.0452265 0.0528669 0.0617214 0.0716268 0.0820719 0.0920667 0.100172 0.104851 0.105106 0.100988 0.0935506 0.0842886 0.0745513 0.0652507 0.0568606 
13.1463 0.0218504 0.0249994 0.0287695 0.033296 0.038733 0.0452406 0.0529538 0.0619178 0.0719768 0.0826189 0.0928342 0.101138 0.105933 0.106177 0.101928 0.0942859 0.0848055 0.0748765 0.0654269 0.0569301 
13.2265 0.0217663 0.024917 0.0286937 0.0332346 0.0386983 0.0452512 0.0530367 0.06211 0.0723237 0.0831653 0.0936052 0.102112 0.107025 0.107259 0.102875 0.0950235 0.0853208 0.0751978 0.0655985 0.0569952 
13.3066 0.0216814 0.0248335 0.0286163 0.0331711 0.0386608 0.0452583 0.0531156 0.0622982 0.0726674 0.083711 0.0943796 0.103094 0.108129 0.108352 0.103829 0.0957632 0.0858343 0.0755151 0.0657654 0.0570559 
13.3868 0.0215957 0.0247489 0.0285374 0.0331055 0.0386205 0.0452618 0.0531904 0.0624821 0.0730078 0.0842559 0.0951575 0.104084 0.109245 0.109456 0.10479 0.0965051 0.086346 0.0758285 0.0659277 0.0571122 
13.4669 0.0215094 0.0246632 0.0284569 0.0330377 0.0385774 0.0452619 0.0532611 0.0626619 0.0733448 0.0847999 0.0959387 0.105083 0.110372 0.110571 0.105758 0.0972489 0.0868557 0.0761377 0.0660852 0.0571641 
13.5471 0.0214223 0.0245765 0.028375 0.032968 0.0385316 0.0452586 0.0533277 0.0628373 0.0736784 0.0853428 0.0967231 0.106091 0.111511 0.111697 0.106733 0.0979947 0.0873633 0.0764427 0.066238 0.0572115 
13.6273 0.0213346 0.0244887 0.0282916 0.0328961 0.0384831 0.0452517 0.0533902 0.0630084 0.0740083 0.0858847 0.0975108 0.107106 0.112661 0.112834 0.107715 0.0987423 0.0878686 0.0767434 0.066386 0.0572544 
13.7074 0.0212462 0.0243999 0.0282067 0.0328223 0.0384319 0.0452414 0.0534486 0.0631751 0.0743346 0.0864252 0.0983016 0.10813 0.113824 0.113983 0.108704 0.0994915 0.0883716 0.0770397 0.0665291 0.057293 
13.7876 0.0211571 0.0243102 0.0281205 0.0327466 0.0383781 0.0452277 0.0535028 0.0633373 0.0746572 0.0869644 0.0990955 0.109162 0.114998 0.115143 0.1097 0.100242 0.0888722 0.0773315 0.0666673 0.057327 
13.8677 0.0210675 0.0242196 0.0280329 0.0326689 0.0383217 0.0452106 0.0535529 0.0634951 0.0749758 0.0875021 0.0998923 0.110203 0.116185 0.116314 0.110704 0.100995 0.0893702 0.0776188 0.0668006 0.0573567 
13.9479 0.0209773 0.0241281 0.027944 0.0325893 0.0382626 0.0451902 0.0535989 0.0636483 0.0752906 0.0880382 0.100692 0.111253 0.117384 0.117498 0.111714 0.101749 0.0898655 0.0779015 0.0669289 0.0573819 
14.0281 0.0208865 0.0240356 0.0278537 0.0325079 0.038201 0.0451663 0.0536407 0.063797 0.0756013 0.0885726 0.101495 0.11231 0.118595 0.118693 0.112731 0.102504 0.090358 0.0781794 0.0670522 0.0574027 
14.1082 0.0207952 0.0239424 0.0277622 0.0324246 0.0381369 0.0451391 0.0536784 0.0639411 0.0759079 0.0891052 0.1023 0.113377 0.119819 0.1199 0.113756 0.10326 0.0908475 0.0784525 0.0671705 0.057419 
14.1884 0.0207034 0.0238483 0.0276695 0.0323395 0.0380703 0.0451086 0.0537119 0.0640805 0.0762102 0.0896358 0.103108 0.114452 0.121056 0.121119 0.114787 0.104018 0.0913339 0.0787208 0.0672838 0.057431 
14.2685 0.0206111 0.0237534 0.0275755 0.0322527 0.0380012 0.0450747 0.0537413 0.0642152 0.0765083 0.0901643 0.103918 0.115535 0.122306 0.12235 0.115826 0.104776 0.0918172 0.0789841 0.067392 0.0574385 
14.3487 0.0205183 0.0236578 0.0274804 0.0321642 0.0379297 0.0450376 0.0537665 0.0643452 0.076802 0.0906907 0.104731 0.116628 0.123568 0.123593 0.116871 0.105535 0.0922972 0.0792423 0.067495 0.0574417 
14.4289 0.0204251 0.0235614 0.0273841 0.0320739 0.0378558 0.0449973 0.0537876 0.0644704 0.0770913 0.0912147 0.105547 0.117728 0.124843 0.124849 0.117924 0.106295 0.0927737 0.0794955 0.067593 0.0574405 
14.509 0.0203315 0.0234644 0.0272868 0.0319821 0.0377795 0.0449537 0.0538046 0.0645909 0.077376 0.0917363 0.106364 0.118838 0.126132 0.126117 0.118983 0.107056 0.0932467 0.0797434 0.0676858 0.0574349 
14.5892 0.0202375 0.0233666 0.0271883 0.0318886 0.0377009 0.044907 0.0538174 0.0647066 0.077656 0.0922553 0.107184 0.119956 0.127434 0.127397 0.120049 0.107817 0.093716 0.0799861 0.0677735 0.057425 
14.6693 0.0201431 0.0232682 0.0270888 0.0317935 0.03762 0.0448571 0.0538262 0.0648174 0.0779314 0.0927717 0.108006 0.121082 0.128749 0.128691 0.121122 0.108579 0.0941815 0.0802235 0.0678559 0.0574108 
14.7495 0.0200484 0.0231692 0.0269883 0.0316969 0.0375369 0.044804 0.0538308 0.0649233 0.0782019 0.0932852 0.10883 0.122218 0.130078 0.129996 0.122202 0.10934 0.0946431 0.0804555 0.0679332 0.0573923 
14.8297 0.0199533 0.0230695 0.0268868 0.0315987 0.0374516 0.0447479 0.0538314 0.0650244 0.0784676 0.0937958 0.109655 0.123362 0.131421 0.131315 0.123289 0.110102 0.0951006 0.0806821 0.0680053 0.0573695 
14.9098 0.0198579 0.0229693 0.0267844 0.0314991 0.037364 0.0446887 0.0538279 0.0651205 0.0787284 0.0943034 0.110483 0.124515 0.132777 0.132647 0.124382 0.110864 0.095554 0.0809031 0.0680722 0.0573425 
14.99 0.0197623 0.0228686 0.0266811 0.0313981 0.0372744 0.0446265 0.0538203 0.0652117 0.0789842 0.0948077 0.111312 0.125676 0.134147 0.133992 0.125483 0.111626 0.0960031 0.0811186 0.0681339 0.0573113 
15.0701 0.0196664 0.0227673 0.0265768 0.0312956 0.0371826 0.0445613 0.0538087 0.065298 0.0792348 0.0953088 0.112142 0.126847 0.135532 0.13535 0.12659 0.112387 0.0964478 0.0813284 0.0681904 0.0572758 
15.1503 0.0195702 0.0226655 0.0264717 0.0311918 0.0370888 0.0444931 0.0537932 0.0653794 0.0794803 0.0958064 0.112974 0.128026 0.136931 0.136721 0.127703 0.113148 0.096888 0.0815325 0.0682416 0.0572363 
15.2305 0.0194738 0.0225633 0.0263658 0.0310867 0.036993 0.044422 0.0537736 0.0654557 0.0797206 0.0963005 0.113808 0.129213 0.138344 0.138105 0.128823 0.113909 0.0973235 0.0817309 0.0682877 0.0571926 
15.3106 0.0193772 0.0224606 0.026259 0.0309803 0.0368952 0.044348 0.05375 0.0655271 0.0799556 0.0967909 0.114642 0.13041 0.139772 0.139503 0.12995 0.114669 0.0977543 0.0819235 0.0683285 0.0571448 
15.3908 0.0192804 0.0223575 0.0261515 0.0308726 0.0367955 0.0442712 0.0537226 0.0655935 0.0801853 0.0972775 0.115478 0.131615 0.141214 0.140915 0.131083 0.115428 0.0981802 0.0821102 0.0683641 0.057093 
15.4709 0.0191835 0.0222539 0.0260433 0.0307637 0.0366938 0.0441915 0.0536912 0.0656549 0.0804095 0.0977601 0.116314 0.132829 0.142671 0.142341 0.132223 0.116186 0.0986011 0.0822911 0.0683945 0.0570371 
15.5511 0.0190864 0.0221501 0.0259344 0.0306536 0.0365903 0.0441091 0.0536559 0.0657113 0.0806282 0.0982387 0.117151 0.134051 0.144144 0.14378 0.133369 0.116942 0.099017 0.082466 0.0684198 0.0569773 
15.6313 0.0189891 0.0220458 0.0258248 0.0305423 0.036485 0.044024 0.0536168 0.0657627 0.0808415 0.0987132 0.117989 0.135283 0.145631 0.145233 0.134522 0.117698 0.0994275 0.0826349 0.0684398 0.0569135 
15.7114 0.0188918 0.0219412 0.0257145 0.03043 0.0363779 0.0439362 0.0535739 0.0658091 0.0810491 0.0991833 0.118828 0.136523 0.147133 0.1467 0.13568 0.118452 0.0998328 0.0827978 0.0684547 0.0568458 
15.7916 0.0187943 0.0218364 0.0256036 0.0303165 0.036269 0.0438457 0.0535272 0.0658506 0.081251 0.099649 0.119667 0.137771 0.148651 0.148182 0.136845 0.119205 0.100233 0.0829546 0.0684645 0.0567743 
15.8717 0.0186968 0.0217312 0.0254921 0.030202 0.0361585 0.0437527 0.0534767 0.065887 0.0814473 0.10011 0.120506 0.139029 0.150185 0.149678 0.138017 0.119956 0.100627 0.0831054 0.0684691 0.0566989 
15.9519 0.0185993 0.0216258 0.0253801 0.0300865 0.0360463 0.0436571 0.0534225 0.0659184 0.0816378 0.100567 0.121345 0.140295 0.151734 0.151188 0.139194 0.120705 0.101015 0.08325 0.0684686 0.0566198 
16.0321 0.0185016 0.0215201 0.0252675 0.0299701 0.0359325 0.0435589 0.0533646 0.0659449 0.0818226 0.101018 0.122184 0.141569 0.153299 0.152713 0.140377 0.121452 0.101398 0.0833885 0.068463 0.0565369 
16.1122 0.018404 0.0214142 0.0251544 0.0298527 0.0358171 0.0434583 0.0533031 0.0659665 0.0820014 0.101465 0.123024 0.142853 0.154881 0.154252 0.141566 0.122197 0.101775 0.0835208 0.0684524 0.0564504 
16.1924 0.0183063 0.0213082 0.0250408 0.0297343 0.0357002 0.0433553 0.053238 0.065983 0.0821744 0.101907 0.123862 0.144145 0.156478 0.155806 0.142761 0.122939 0.102146 0.0836468 0.0684367 0.0563602 
16.2725 0.0182087 0.0212019 0.0249268 0.0296151 0.0355817 0.0432499 0.0531693 0.0659947 0.0823415 0.102343 0.124701 0.145445 0.158092 0.157375 0.143962 0.123679 0.102511 0.0837667 0.068416 0.0562664 
16.3527 0.0181111 0.0210955 0.0248124 0.0294951 0.0354618 0.0431421 0.053097 0.0660014 0.0825026 0.102775 0.125538 0.146754 0.159722 0.158959 0.145169 0.124417 0.10287 0.0838803 0.0683904 0.0561691 
16.4329 0.0180135 0.020989 0.0246975 0.0293742 0.0353405 0.0430321 0.0530213 0.0660033 0.0826577 0.103201 0.126375 0.148072 0.161369 0.160559 0.146381 0.125151 0.103222 0.0839877 0.0683598 0.0560683 
16.513 0.0179159 0.0208823 0.0245823 0.0292526 0.0352179 0.0429198 0.0529422 0.0660002 0.0828068 0.103621 0.127211 0.149398 0.163032 0.162173 0.147598 0.125883 0.103568 0.0840887 0.0683243 0.0559641 
16.5932 0.0178185 0.0207755 0.0244667 0.0291302 0.0350939 0.0428053 0.0528596 0.0659923 0.0829499 0.104036 0.128047 0.150732 0.164713 0.163803 0.148821 0.126611 0.103908 0.0841835 0.0682839 0.0558564 
16.6733 0.0177211 0.0206687 0.0243508 0.0290072 0.0349686 0.0426887 0.0527737 0.0659796 0.0830868 0.104445 0.12888 0.152075 0.166411 0.165448 0.15005 0.127336 0.104241 0.084272 0.0682386 0.0557455 
16.7535 0.0176238 0.0205618 0.0242346 0.0288834 0.034842 0.0425699 0.0526845 0.0659621 0.0832176 0.104849 0.129713 0.153426 0.168126 0.167109 0.151283 0.128058 0.104568 0.0843542 0.0681886 0.0556312 
16.8337 0.0175266 0.0204549 0.0241181 0.028759 0.0347142 0.0424491 0.052592 0.0659398 0.0833423 0.105246 0.130544 0.154786 0.169859 0.168785 0.152522 0.128776 0.104887 0.08443 0.0681338 0.0555138 
16.9138 0.0174295 0.0203479 0.0240014 0.028634 0.0345853 0.0423262 0.0524963 0.0659128 0.0834609 0.105637 0.131373 0.156154 0.171609 0.170478 0.153766 0.12949 0.1052 0.0844996 0.0680743 0.0553931 
16.994 0.0173325 0.020241 0.0238844 0.0285084 0.0344552 0.0422014 0.0523974 0.0658811 0.0835732 0.106023 0.1322 0.15753 0.173377 0.172186 0.155015 0.130201 0.105506 0.0845629 0.0680101 0.0552693 
17.0741 0.0172358 0.020134 0.0237673 0.0283822 0.034324 0.0420747 0.0522954 0.0658446 0.0836794 0.106402 0.133026 0.158915 0.175163 0.17391 0.156268 0.130907 0.105805 0.0846198 0.0679413 0.0551425 
17.1543 0.0171391 0.0200271 0.0236499 0.0282556 0.0341918 0.0419461 0.0521904 0.0658036 0.0837794 0.106774 0.133849 0.160307 0.176967 0.175651 0.157526 0.131609 0.106097 0.0846705 0.0678679 0.0550127 
17.2345 0.0170426 0.0199202 0.0235324 0.0281284 0.0340586 0.0418157 0.0520823 0.0657579 0.0838732 0.10714 0.13467 0.161708 0.178789 0.177407 0.158789 0.132306 0.106382 0.0847149 0.0677899 0.0548799 
17.3146 0.0169464 0.0198134 0.0234148 0.0280008 0.0339243 0.0416834 0.0519712 0.0657077 0.0839607 0.1075 0.135488 0.163116 0.18063 0.17918 0.160056 0.132999 0.10666 0.084753 0.0677075 0.0547442 
17.3948 0.0168503 0.0197067 0.023297 0.0278727 0.0337891 0.0415495 0.0518573 0.065653 0.0840421 0.107853 0.136303 0.164533 0.18249 0.18097 0.161327 0.133687 0.10693 0.0847849 0.0676207 0.0546057 
17.4749 0.0167544 0.0196001 0.0231791 0.0277442 0.0336531 0.0414138 0.0517404 0.0655938 0.0841172 0.108199 0.137116 0.165957 0.184369 0.182777 0.162603 0.13437 0.107193 0.0848105 0.0675294 0.0544644 
17.5551 0.0166587 0.0194935 0.0230612 0.0276154 0.0335161 0.0412765 0.0516208 0.0655301 0.0841861 0.108539 0.137926 0.167389 0.186266 0.1846 0.163883 0.135048 0.107449 0.08483 0.0674339 0.0543204 
17.6353 0.0165633 0.0193871 0.0229432 0.0274862 0.0333783 0.0411377 0.0514984 0.0654621 0.0842488 0.108871 0.138732 0.168829 0.188183 0.18644 0.165166 0.135721 0.107697 0.0848432 0.067334 0.0541737 
17.7154 0.0164681 0.0192808 0.0228252 0.0273566 0.0332397 0.0409972 0.0513733 0.0653897 0.0843052 0.109197 0.139535 0.170277 0.190119 0.188297 0.166454 0.136388 0.107938 0.0848502 0.06723 0.0540244 
17.7956 0.0163731 0.0191747 0.0227071 0.0272268 0.0331004 0.0408553 0.0512455 0.065313 0.0843555 0.109515 0.140335 0.171732 0.192075 0.190171 0.167745 0.13705 0.108171 0.0848511 0.0671218 0.0538725 
17.8758 0.0162784 0.0190688 0.0225891 0.0270967 0.0329603 0.0407119 0.0511151 0.065232 0.0843996 0.109827 0.14113 0.173195 0.194051 0.192062 0.169039 0.137706 0.108397 0.084846 0.0670095 0.0537182 
17.9559 0.016184 0.018963 0.0224711 0.0269664 0.0328196 0.0405671 0.0509822 0.0651469 0.0844375 0.110131 0.141922 0.174665 0.196046 0.193971 0.170337 0.138355 0.108615 0.0848347 0.0668931 0.0535614 
18.0361 0.0160898 0.0188574 0.0223531 0.0268358 0.0326781 0.0404209 0.0508467 0.0650576 0.0844692 0.110427 0.14271 0.176142 0.198062 0.195897 0.171638 0.138999 0.108825 0.0848174 0.0667728 0.0534023 
