K 18F 18.2F 18.4F 18.6F 18.8F 19F 19.2F 19.4F 19.6F 19.8F 20F 20.2F 20.4F 20.6F 20.8F 21F 21.2F 21.4F 21.6F 21.8F 22F 22.2F 22.4F 22.6F 22.8F 23F 23.2F 23.4F 23.6F 23.8F 24F 24.2F 24.4F 24.6F 24.8F 25F 25.2F 25.4F 25.6F 25.8F 26F 26.2F 26.4F 26.6F 26.8F 27F 27.2F 
7.53507 0.00352096 0.00386713 0.00426402 0.0047215 0.00525181 0.00587018 0.00659564 0.00745211 0.00846968 0.00968623 0.0111493 0.012918 0.0150642 0.017672 0.0208324 0.0246277 0.0290982 0.0341808 0.0396206 0.0448871 0.0491856 0.0516688 0.0518149 0.0497081 0.0459652 0.0413914 0.0366657 0.0322163 0.028247 0.0248135 0.0218921 0.0194257 0.017348 0.0155959 0.0141137 0.0128545 0.0117796 0.0108573 0.010062 0.00937276 0.00877255 0.00824752 0.00778629 0.00737949 0.00701939 0.00669952 0.00641451 
7.61523 0.00349719 0.00384152 0.00423641 0.00469173 0.00521975 0.00583571 0.00655874 0.00741285 0.00842834 0.00964344 0.0111063 0.0128768 0.0150283 0.017647 0.0208273 0.0246558 0.0291782 0.0343364 0.0398754 0.0452542 0.0496528 0.0521902 0.0523227 0.0501408 0.0462901 0.041607 0.0367889 0.0322703 0.028253 0.0247879 0.0218468 0.0193688 0.0172848 0.0155298 0.0140469 0.0127884 0.0117149 0.0107945 0.0100013 0.00931425 0.00871621 0.00819327 0.00773404 0.00732913 0.00697078 0.00665255 0.00636906 
7.69539 0.00347355 0.00381602 0.00420889 0.00466205 0.00518775 0.00580128 0.00652182 0.00737351 0.00838684 0.00960038 0.0110628 0.0128349 0.0149914 0.0176208 0.0208205 0.0246819 0.0292563 0.0344904 0.0401299 0.0456231 0.0501242 0.0527172 0.0528356 0.0505764 0.0466155 0.0418211 0.03691 0.032322 0.0282568 0.0247605 0.0218001 0.0193108 0.0172208 0.0154632 0.0139798 0.0127221 0.0116502 0.0107318 0.00994075 0.0092559 0.00866005 0.00813924 0.00768203 0.00727902 0.00692245 0.00660587 0.0063239 
7.77555 0.00345002 0.00379064 0.00418149 0.00463246 0.00515582 0.0057669 0.00648491 0.00733412 0.00834521 0.00955707 0.0110189 0.0127924 0.0149536 0.0175934 0.0208122 0.0247062 0.0293324 0.0346429 0.040384 0.0459939 0.0505999 0.0532499 0.0533535 0.0510149 0.0469413 0.0420339 0.0370287 0.0323712 0.0282584 0.0247313 0.0217521 0.0192518 0.0171562 0.0153962 0.0139125 0.0126557 0.0115854 0.0106691 0.00988028 0.00919771 0.0086041 0.00808545 0.00763027 0.00722917 0.00687439 0.00655946 0.00627903 
7.85571 0.0034266 0.00376536 0.00415418 0.00460296 0.00512397 0.00573256 0.00644801 0.00729468 0.00830344 0.0095135 0.0109746 0.0127492 0.014915 0.0175647 0.0208023 0.0247286 0.0294065 0.0347937 0.0406378 0.0463665 0.0510798 0.0537883 0.0538766 0.0514563 0.0472674 0.0422451 0.0371452 0.032418 0.0282578 0.0247004 0.0217026 0.0191919 0.0170908 0.0153287 0.0138448 0.0125891 0.0115207 0.0106065 0.00981995 0.00913969 0.00854836 0.00803188 0.00757876 0.00717959 0.0068266 0.00651334 0.00623445 
7.93587 0.00340331 0.0037402 0.00412699 0.00457356 0.0050922 0.00569827 0.00641112 0.00725519 0.00826155 0.00946971 0.0109299 0.0127055 0.0148755 0.0175348 0.0207909 0.0247491 0.0294786 0.0349429 0.0408912 0.0467408 0.0515641 0.0543324 0.0544048 0.0519005 0.0475938 0.0424548 0.0372592 0.0324623 0.0282551 0.0246677 0.0216519 0.0191309 0.0170248 0.0152607 0.013777 0.0125225 0.0114559 0.0105439 0.00975974 0.00908185 0.00849282 0.00797854 0.0075275 0.00713028 0.00677909 0.0064675 0.00619015 
8.01603 0.00338013 0.00371516 0.00409991 0.00454426 0.00506051 0.00566404 0.00637424 0.00721567 0.00821954 0.00942568 0.0108848 0.0126612 0.0148352 0.0175038 0.0207779 0.0247677 0.0295486 0.0350904 0.041144 0.0471169 0.0520526 0.0548824 0.0549382 0.0523476 0.0479203 0.0426629 0.0373709 0.0325042 0.0282502 0.0246332 0.0215998 0.0190691 0.0169581 0.0151924 0.0137089 0.0124557 0.0113911 0.0104814 0.00969967 0.00902419 0.0084375 0.00792545 0.0074765 0.00708123 0.00673185 0.00642194 0.00614613 
8.09619 0.00335707 0.00369023 0.00407294 0.00451506 0.0050289 0.00562987 0.00633739 0.00717612 0.00817743 0.00938144 0.0108394 0.0126164 0.014794 0.0174716 0.0207633 0.0247844 0.0296165 0.0352361 0.0413964 0.0474947 0.0525454 0.0554382 0.0554768 0.0527974 0.0482471 0.0428694 0.0374802 0.0325435 0.0282431 0.0245971 0.0215464 0.0190062 0.0168908 0.0151236 0.0136405 0.0123889 0.0113263 0.010419 0.00963974 0.00896671 0.00838239 0.00787259 0.00742575 0.00703244 0.00668489 0.00637666 0.0061024 
8.17635 0.00333414 0.00366542 0.00404608 0.00448597 0.00499739 0.00559576 0.00630057 0.00713654 0.00813521 0.009337 0.0107936 0.0125709 0.014752 0.0174382 0.0207472 0.0247991 0.0296823 0.03538 0.0416481 0.0478741 0.0530426 0.056 0.0560207 0.0532501 0.0485739 0.0430741 0.037587 0.0325804 0.0282339 0.0245592 0.0214918 0.0189425 0.0168229 0.0150545 0.013572 0.0123219 0.0112616 0.0103567 0.00957996 0.00890943 0.0083275 0.00781997 0.00737526 0.00698393 0.00663821 0.00633166 0.00605896 
8.25651 0.00331132 0.00364073 0.00401933 0.00445698 0.00496596 0.00556172 0.00626378 0.00709694 0.00809291 0.00929236 0.0107475 0.012525 0.0147092 0.0174037 0.0207295 0.0248119 0.029746 0.0355221 0.0418992 0.0482552 0.0535442 0.0565678 0.0565699 0.0537055 0.0489007 0.043277 0.0376912 0.0326148 0.0282225 0.0245196 0.0214358 0.0188779 0.0167543 0.014985 0.0135032 0.012255 0.0111969 0.0102945 0.00952034 0.00885233 0.00827284 0.0077676 0.00732503 0.00693569 0.0065918 0.00628695 0.0060158 
8.33667 0.00328863 0.00361616 0.0039927 0.00442809 0.00493463 0.00552775 0.00622703 0.00705733 0.00805052 0.00924753 0.010701 0.0124785 0.0146656 0.0173681 0.0207104 0.0248228 0.0298075 0.0356622 0.0421495 0.0486378 0.0540501 0.0571417 0.0571245 0.0541637 0.0492275 0.0434781 0.0377929 0.0326467 0.028209 0.0244784 0.0213787 0.0188124 0.0166852 0.0149152 0.0134343 0.0121879 0.0111322 0.0102324 0.00946088 0.00879544 0.0082184 0.00771547 0.00727506 0.00688771 0.00654567 0.00624251 0.00597292 
8.41683 0.00326606 0.00359172 0.00396619 0.00439932 0.00490339 0.00549386 0.00619031 0.00701771 0.00800805 0.00920253 0.0106542 0.0124315 0.0146212 0.0173314 0.0206897 0.0248318 0.0298669 0.0358005 0.0423991 0.049022 0.0545605 0.0577216 0.0576844 0.0546246 0.0495542 0.0436773 0.0378921 0.0326761 0.0281934 0.0244355 0.0213203 0.0187461 0.0166156 0.014845 0.0133652 0.0121208 0.0110676 0.0101705 0.00940159 0.00873875 0.00816419 0.00766359 0.00722535 0.00684001 0.00649981 0.00619836 0.00593033 
8.49699 0.00324361 0.00356739 0.0039398 0.00437066 0.00487225 0.00546005 0.00615365 0.0069781 0.00796552 0.00915736 0.0106072 0.012384 0.0145761 0.0172935 0.0206675 0.0248388 0.029924 0.0359367 0.0426478 0.0494077 0.0550752 0.0583078 0.0582497 0.0550882 0.0498807 0.0438745 0.0379886 0.0327029 0.0281756 0.024391 0.0212608 0.0186789 0.0165454 0.0147745 0.013296 0.0120537 0.011003 0.0101086 0.00934246 0.00868227 0.00811022 0.00761196 0.0071759 0.00679258 0.00645424 0.00615449 0.00588802 
8.57715 0.00322128 0.00354319 0.00391353 0.00434211 0.00484122 0.00542631 0.00611704 0.00693849 0.00792293 0.00911204 0.0105598 0.012336 0.0145302 0.0172546 0.0206438 0.0248439 0.0299789 0.0360709 0.0428957 0.0497948 0.0555944 0.0589002 0.0588206 0.0555545 0.0502071 0.0440697 0.0380825 0.0327272 0.0281558 0.0243448 0.0212001 0.018611 0.0164747 0.0147036 0.0132266 0.0119866 0.0109385 0.0100469 0.00928352 0.008626 0.00805648 0.00756059 0.00712672 0.00674542 0.00640894 0.0061109 0.00584599 
8.65731 0.00319908 0.00351911 0.00388737 0.00431368 0.00481028 0.00539267 0.00608049 0.0068989 0.00788029 0.00906657 0.0105122 0.0122876 0.0144836 0.0172146 0.0206186 0.0248471 0.0300316 0.0362031 0.0431425 0.0501834 0.0561181 0.0594989 0.0593969 0.0560235 0.0505331 0.0442628 0.0381737 0.0327489 0.0281338 0.0242971 0.0211382 0.0185422 0.0164034 0.0146325 0.0131571 0.0119194 0.0108741 0.00998532 0.00922475 0.00856994 0.00800297 0.00750947 0.00707781 0.00669854 0.00636392 0.00606759 0.00580424 
8.73747 0.003177 0.00349515 0.00386135 0.00428536 0.00477946 0.00535911 0.00604399 0.00685932 0.0078376 0.00902097 0.0104642 0.0122387 0.0144363 0.0171735 0.0205919 0.0248484 0.0300821 0.0363331 0.0433884 0.0505733 0.0566461 0.060104 0.0599787 0.056495 0.0508587 0.0444538 0.0382621 0.0327681 0.0281098 0.0242478 0.0210752 0.0184727 0.0163318 0.0145612 0.0130874 0.0118523 0.0108098 0.00992389 0.00916618 0.00851411 0.00794971 0.00745861 0.00702916 0.00665193 0.00631918 0.00602456 0.00576278 
8.81764 0.00315505 0.00347132 0.00383544 0.00425717 0.00474874 0.00532564 0.00600756 0.00681977 0.00779487 0.00897524 0.0104161 0.0121894 0.0143883 0.0171315 0.0205638 0.0248477 0.0301302 0.0364609 0.0436332 0.0509646 0.0571787 0.0607155 0.0605662 0.0569691 0.0511839 0.0446425 0.0383479 0.0327848 0.0280836 0.0241969 0.0210111 0.0184025 0.0162596 0.0144895 0.0130177 0.0117851 0.0107455 0.0098626 0.0091078 0.00845849 0.0078967 0.007408 0.00698078 0.00660559 0.00627472 0.00598181 0.0057216 
8.8978 0.00313322 0.00344762 0.00380966 0.00422909 0.00471814 0.00529227 0.0059712 0.00678024 0.00775212 0.00892939 0.0103677 0.0121396 0.0143396 0.0170884 0.0205342 0.0248451 0.0301761 0.0365866 0.0438768 0.0513571 0.0577158 0.0613335 0.0611592 0.0574458 0.0515086 0.044829 0.0384308 0.0327988 0.0280554 0.0241444 0.0209459 0.0183315 0.016187 0.0144177 0.0129479 0.011718 0.0106814 0.00980147 0.00904961 0.0084031 0.00784393 0.00735766 0.00693267 0.00655953 0.00623053 0.00593934 0.00568069 
8.97796 0.00311152 0.00342404 0.00378401 0.00420113 0.00468764 0.005259 0.00593492 0.00674076 0.00770934 0.00888343 0.010319 0.0120894 0.0142903 0.0170442 0.0205032 0.0248406 0.0302197 0.03671 0.0441192 0.0517509 0.0582573 0.0619581 0.0617579 0.057925 0.0518328 0.0450131 0.038511 0.0328104 0.0280252 0.0240905 0.0208796 0.0182598 0.0161139 0.0143456 0.012878 0.0116509 0.0106173 0.0097405 0.00899163 0.00834794 0.00779141 0.00730757 0.00688483 0.00651375 0.00618663 0.00589715 0.00564007 
9.05812 0.00308994 0.00340059 0.00375848 0.0041733 0.00465727 0.00522583 0.00589871 0.00670131 0.00766654 0.00883737 0.0102701 0.0120388 0.0142403 0.0169991 0.0204708 0.0248342 0.030261 0.0368311 0.0443603 0.0521459 0.0588034 0.0625894 0.0623623 0.0584068 0.0521563 0.0451949 0.0385883 0.0328193 0.0279929 0.0240351 0.0208123 0.0181875 0.0160405 0.0142733 0.012808 0.0115838 0.0105534 0.00967971 0.00893385 0.00829302 0.00773914 0.00725776 0.00683726 0.00646824 0.006143 0.00585524 0.00559972 
9.13828 0.00306849 0.00337727 0.00373308 0.0041456 0.00462701 0.00519276 0.00586258 0.00666191 0.00762374 0.00879122 0.010221 0.0119879 0.0141896 0.0169531 0.0204369 0.0248259 0.0303 0.0369499 0.0446001 0.052542 0.059354 0.0632273 0.0629724 0.0588909 0.0524791 0.0453743 0.0386628 0.0328258 0.0279586 0.0239782 0.020744 0.0181144 0.0159667 0.0142008 0.012738 0.0115168 0.0104896 0.00961908 0.00887628 0.00823833 0.00768712 0.0072082 0.00678997 0.00642301 0.00609965 0.0058136 0.00555965 
9.21844 0.00304716 0.00335408 0.00370781 0.00411802 0.00459687 0.0051598 0.00582654 0.00662256 0.00758093 0.00874499 0.0101718 0.0119365 0.0141384 0.0169061 0.0204017 0.0248157 0.0303366 0.0370664 0.0448386 0.0529392 0.0599092 0.063872 0.0635883 0.0593775 0.0528011 0.0455511 0.0387344 0.0328296 0.0279223 0.0239198 0.0206747 0.0180408 0.0158924 0.0141281 0.0126679 0.0114499 0.0104259 0.00955863 0.00881893 0.00818388 0.00763536 0.00715891 0.00674294 0.00637805 0.00605658 0.00577225 0.00551986 
9.2986 0.00302596 0.00333102 0.00368267 0.00409057 0.00456685 0.00512695 0.00579059 0.00658326 0.00753813 0.00869869 0.0101223 0.0118848 0.0140865 0.0168581 0.0203651 0.0248036 0.0303709 0.0371804 0.0450755 0.0533374 0.0604689 0.0645235 0.0642101 0.0598665 0.0531222 0.0457254 0.0388031 0.032831 0.0278841 0.02386 0.0206044 0.0179665 0.0158179 0.0140552 0.0125978 0.011383 0.0103624 0.00949837 0.0087618 0.00812967 0.00758385 0.00710989 0.00669619 0.00633337 0.00601379 0.00573117 0.00548035 
9.37876 0.00300489 0.00330808 0.00365766 0.00406324 0.00453696 0.00509421 0.00575473 0.00654403 0.00749534 0.00865232 0.0100726 0.0118328 0.0140341 0.0168092 0.0203272 0.0247896 0.0304028 0.037292 0.0453109 0.0537366 0.0610332 0.065182 0.0648376 0.0603578 0.0534425 0.0458971 0.0388689 0.0328297 0.0278438 0.0237988 0.0205332 0.0178917 0.015743 0.0139823 0.0125277 0.0113162 0.010299 0.0094383 0.00870488 0.0080757 0.00753261 0.00706114 0.00664972 0.00628897 0.00597127 0.00569037 0.00544111 
9.45892 0.00298395 0.00328528 0.00363278 0.00403605 0.00450719 0.00506159 0.00571897 0.00650486 0.00745257 0.00860589 0.0100228 0.0117804 0.0139811 0.0167595 0.0202879 0.0247738 0.0304324 0.0374011 0.0455448 0.0541367 0.061602 0.0658474 0.0654711 0.0608514 0.0537617 0.0460661 0.0389317 0.032826 0.0278017 0.0237362 0.020461 0.0178162 0.0156677 0.0139091 0.0124576 0.0112495 0.0102357 0.00937843 0.0086482 0.00802199 0.00748162 0.00701266 0.00660352 0.00624484 0.00592903 0.00564985 0.00540214 
9.53908 0.00296313 0.0032626 0.00360803 0.00400899 0.00447755 0.00502908 0.00568331 0.00646577 0.00740982 0.00855942 0.00997284 0.0117277 0.0139276 0.0167088 0.0202473 0.024756 0.0304596 0.0375077 0.0457769 0.0545376 0.0621755 0.0665198 0.0661104 0.0613472 0.0540798 0.0462324 0.0389916 0.0328197 0.0277576 0.0236723 0.020388 0.0177402 0.0155922 0.0138359 0.0123875 0.0111828 0.0101726 0.00931875 0.00859174 0.00796852 0.0074309 0.00696445 0.00655759 0.006201 0.00588707 0.0056096 0.00536345 
9.61924 0.00294244 0.00324006 0.00358342 0.00398206 0.00444804 0.0049967 0.00564775 0.00642674 0.0073671 0.0085129 0.00992272 0.0116748 0.0138735 0.0166573 0.0202053 0.0247365 0.0304844 0.0376117 0.0460074 0.0549394 0.0627535 0.0671994 0.0667558 0.0618453 0.0543968 0.0463959 0.0390485 0.0328109 0.0277116 0.023607 0.0203141 0.0176637 0.0155164 0.0137625 0.0123174 0.0111163 0.0101097 0.00925928 0.00853552 0.00791531 0.00738045 0.00691651 0.00651194 0.00615742 0.00584539 0.00556963 0.00532503 
9.6994 0.00292187 0.00321765 0.00355894 0.00395526 0.00441865 0.00496443 0.0056123 0.0063878 0.00732442 0.00846636 0.00987246 0.0116215 0.0138189 0.0166049 0.0201621 0.0247151 0.0305068 0.0377132 0.0462361 0.0553419 0.0633361 0.0678862 0.0674071 0.0623455 0.0547125 0.0465566 0.0391025 0.0327995 0.0276637 0.0235405 0.0202393 0.0175867 0.0154403 0.013689 0.0122473 0.0110499 0.0100469 0.00920002 0.00847954 0.00786235 0.00733026 0.00686884 0.00646657 0.00611413 0.00580398 0.00552993 0.00528688 
9.77956 0.00290144 0.00319536 0.00353459 0.0039286 0.0043894 0.00493229 0.00557695 0.00634894 0.00728178 0.00841979 0.00982208 0.0115679 0.0137638 0.0165517 0.0201176 0.0246919 0.0305269 0.037812 0.0464629 0.0557451 0.0639233 0.0685802 0.0680645 0.0628479 0.0550269 0.0467145 0.0391534 0.0327857 0.027614 0.0234726 0.0201637 0.0175091 0.015364 0.0136155 0.0121773 0.0109836 0.00998434 0.00914097 0.00842379 0.00780964 0.00728033 0.00682145 0.00642147 0.00607111 0.00576284 0.0054905 0.00524901 
9.85972 0.00288113 0.00317321 0.00351038 0.00390208 0.00436029 0.00490028 0.00554172 0.00631017 0.00723919 0.0083732 0.00977158 0.0115141 0.0137082 0.0164978 0.0200719 0.0246668 0.0305445 0.0379082 0.0466878 0.056149 0.0645152 0.0692815 0.068728 0.0633523 0.0553399 0.0468694 0.0392012 0.0327694 0.0275624 0.0234035 0.0200873 0.0174311 0.0152874 0.0135419 0.0121073 0.0109174 0.00992194 0.00908215 0.00836829 0.0077572 0.00723068 0.00677433 0.00637665 0.00602837 0.00572199 0.00545135 0.0052114 
9.93988 0.00286094 0.0031512 0.0034863 0.00387569 0.00433131 0.0048684 0.00550661 0.00627149 0.00719665 0.00832661 0.00972098 0.01146 0.0136521 0.016443 0.0200249 0.02464 0.0305598 0.0380017 0.0469107 0.0565533 0.0651116 0.0699903 0.0693975 0.0638588 0.0556515 0.0470213 0.0392461 0.0327505 0.027509 0.0233332 0.0200101 0.0173526 0.0152106 0.0134682 0.0120373 0.0108514 0.00985972 0.00902354 0.00831304 0.00770502 0.0071813 0.00672749 0.0063321 0.00598591 0.0056814 0.00541247 0.00517406 
10.02 0.00284089 0.00312931 0.00346236 0.00384944 0.00430246 0.00483664 0.00547161 0.00623291 0.00715416 0.00828001 0.00967028 0.0114057 0.0135956 0.0163874 0.0199768 0.0246114 0.0305727 0.0380925 0.0471316 0.0569582 0.0657127 0.0707066 0.0700733 0.0643672 0.0559615 0.0471702 0.0392879 0.0327293 0.0274538 0.0232616 0.0199322 0.0172737 0.0151336 0.0133945 0.0119675 0.0107855 0.0097977 0.00896516 0.00825803 0.0076531 0.00713219 0.00668092 0.00628783 0.00594372 0.00564109 0.00537386 0.00513699 
10.1002 0.00282096 0.00310756 0.00343855 0.00382332 0.00427375 0.00480502 0.00543673 0.00619443 0.00711175 0.00823342 0.00961949 0.0113512 0.0135386 0.0163311 0.0199274 0.024581 0.0305832 0.0381806 0.0473504 0.0573635 0.0663184 0.0714304 0.0707552 0.0648776 0.0562699 0.047316 0.0393266 0.0327055 0.0273969 0.0231889 0.0198535 0.0171944 0.0150564 0.0133207 0.0118977 0.0107198 0.00973587 0.00890702 0.00820328 0.00760145 0.00708335 0.00663462 0.00624384 0.0059018 0.00560106 0.00533552 0.00510019 
10.1804 0.00280116 0.00308593 0.00341488 0.00379735 0.00424518 0.00477354 0.00540198 0.00615605 0.0070694 0.00818684 0.00956863 0.0112964 0.0134812 0.0162741 0.0198768 0.0245489 0.0305913 0.0382659 0.0475671 0.0577692 0.0669287 0.0721618 0.0714433 0.0653898 0.0565766 0.0474587 0.0393623 0.0326794 0.0273382 0.023115 0.0197741 0.0171147 0.014979 0.0132469 0.011828 0.0106542 0.00967425 0.0088491 0.00814878 0.00755006 0.00703478 0.00658861 0.00620013 0.00586016 0.00556129 0.00529745 0.00506365 
10.2605 0.00278149 0.00306445 0.00339135 0.00377151 0.00421675 0.00474219 0.00536736 0.00611778 0.00702713 0.00814029 0.0095177 0.0112414 0.0134234 0.0162163 0.0198251 0.024515 0.030597 0.0383484 0.0477815 0.0581751 0.0675437 0.072901 0.0721377 0.0659038 0.0568815 0.0475983 0.0393949 0.0326508 0.0272778 0.02304 0.019694 0.0170346 0.0149015 0.0131731 0.0117583 0.0105888 0.00961283 0.00879143 0.00809454 0.00749894 0.00698649 0.00654287 0.00615669 0.0058188 0.0055218 0.00525965 0.00502738 
10.3407 0.00276194 0.00304309 0.00336795 0.00374582 0.00418846 0.00471098 0.00533286 0.00607962 0.00698493 0.00809375 0.00946672 0.0111863 0.0133653 0.0161579 0.0197723 0.0244794 0.0306004 0.0384281 0.0479935 0.0585813 0.0681632 0.073648 0.0728384 0.0664196 0.0571846 0.0477346 0.0394245 0.0326198 0.0272157 0.0229639 0.0196132 0.0169542 0.0148238 0.0130994 0.0116888 0.0105235 0.00955163 0.008734 0.00804056 0.0074481 0.00693847 0.00649741 0.00611353 0.00577771 0.00548258 0.00522212 0.00499136 
10.4208 0.00274253 0.00302186 0.00334469 0.00372026 0.00416032 0.00467991 0.0052985 0.00604158 0.00694282 0.00804726 0.00941568 0.011131 0.0133067 0.0160987 0.0197183 0.0244422 0.0306014 0.0385049 0.0482033 0.0589877 0.0687874 0.0744028 0.0735454 0.0669371 0.0574856 0.0478677 0.0394509 0.0325864 0.027152 0.0228867 0.0195318 0.0168734 0.014746 0.0130256 0.0116194 0.0104584 0.00949065 0.00867681 0.00798684 0.00739752 0.00689073 0.00645222 0.00607064 0.0057369 0.00544363 0.00518485 0.00495562 
10.501 0.00272323 0.00300077 0.00332157 0.00369485 0.00413232 0.00464898 0.00526427 0.00600365 0.00690081 0.0080008 0.00936461 0.0110755 0.0132478 0.0160389 0.0196633 0.0244032 0.0306 0.0385789 0.0484106 0.0593941 0.0694163 0.0751656 0.0742588 0.0674562 0.0577847 0.0479974 0.0394743 0.0325507 0.0270866 0.0228085 0.0194498 0.0167923 0.0146681 0.0129519 0.0115501 0.0103935 0.00942989 0.00861987 0.00793339 0.00734722 0.00684327 0.00640732 0.00602804 0.00569636 0.00540495 0.00514785 0.00492013 
10.5812 0.00270407 0.00297981 0.00329859 0.00366958 0.00410446 0.00461819 0.00523018 0.00596585 0.00685888 0.00795439 0.0093135 0.0110198 0.0131885 0.0159785 0.0196072 0.0243626 0.0305962 0.03865 0.0486154 0.0598005 0.0700497 0.0759364 0.0749786 0.0679769 0.0580817 0.0481239 0.0394945 0.0325126 0.0270196 0.0227292 0.0193672 0.0167109 0.0145901 0.0128781 0.011481 0.0103288 0.00936936 0.00856319 0.0078802 0.00729719 0.00679609 0.00636269 0.0059857 0.00565609 0.00536654 0.00511111 0.0048849 
10.6613 0.00268503 0.00295899 0.00327575 0.00364445 0.00407674 0.00458755 0.00519623 0.00592817 0.00681705 0.00790804 0.00926238 0.010964 0.0131289 0.0159175 0.01955 0.0243203 0.0305901 0.0387181 0.0488177 0.0602068 0.0706878 0.0767153 0.0757048 0.068499 0.0583765 0.0482469 0.0395117 0.0324721 0.026951 0.0226489 0.019284 0.0166292 0.014512 0.0128045 0.011412 0.0102643 0.00930906 0.00850676 0.00782728 0.00724743 0.00674918 0.00631834 0.00594365 0.0056161 0.0053284 0.00507464 0.00484993 
10.7415 0.00266612 0.0029383 0.00325304 0.00361947 0.00404918 0.00455705 0.00516241 0.00589062 0.00677533 0.00786174 0.00921124 0.0109081 0.013069 0.0158558 0.0194918 0.0242764 0.0305816 0.0387834 0.0490174 0.060613 0.0713305 0.0775024 0.0764375 0.0690227 0.058669 0.0483666 0.0395258 0.0324294 0.0268809 0.0225677 0.0192002 0.0165472 0.0144338 0.0127309 0.0113431 0.0102 0.00924899 0.00845058 0.00777463 0.00719796 0.00670255 0.00627427 0.00590187 0.00557637 0.00529053 0.00503842 0.00481522 
10.8216 0.00264733 0.00291773 0.00323047 0.00359463 0.00402176 0.0045267 0.00512874 0.0058532 0.00673372 0.00781551 0.00916009 0.0108521 0.0130088 0.0157936 0.0194327 0.0242309 0.0305708 0.0388457 0.0492144 0.061019 0.0719778 0.0782978 0.0771767 0.0695477 0.0589592 0.0484828 0.0395369 0.0323844 0.0268092 0.0224855 0.019116 0.016465 0.0143556 0.0126574 0.0112744 0.0101359 0.00918916 0.00839467 0.00772225 0.00714876 0.00665621 0.00623047 0.00586036 0.00553692 0.00525292 0.00500248 0.00478077 
10.9018 0.00262867 0.00289731 0.00320804 0.00356993 0.00399448 0.0044965 0.00509522 0.00581592 0.00669221 0.00776935 0.00910895 0.0107959 0.0129483 0.0157308 0.0193725 0.0241838 0.0305577 0.038905 0.0494087 0.0614247 0.0726297 0.0791015 0.0779225 0.070074 0.0592469 0.0485955 0.0395448 0.0323371 0.026736 0.0224024 0.0190312 0.0163826 0.0142774 0.0125839 0.0112058 0.010072 0.00912958 0.00833902 0.00767015 0.00709984 0.00661014 0.00618696 0.00581913 0.00549774 0.00521558 0.00496679 0.00474657 
10.982 0.00261014 0.00287701 0.00318575 0.00354538 0.00396736 0.00446645 0.00506184 0.00577877 0.00665082 0.00772326 0.00905782 0.0107397 0.0128875 0.0156674 0.0193113 0.0241352 0.0305422 0.0389613 0.0496002 0.06183 0.0732862 0.0799137 0.0786748 0.0706015 0.0595321 0.0487046 0.0395497 0.0322876 0.0266614 0.0223184 0.0189459 0.0162999 0.0141991 0.0125106 0.0111374 0.0100083 0.00907025 0.00828363 0.00761832 0.0070512 0.00656435 0.00614372 0.00577818 0.00545883 0.0051785 0.00493136 0.00471262 
11.0621 0.00259173 0.00285685 0.0031636 0.00352097 0.00394038 0.00443655 0.00502861 0.00574176 0.00660955 0.00767726 0.0090067 0.0106833 0.0128264 0.0156036 0.0192492 0.024085 0.0305245 0.0390147 0.0497889 0.0622349 0.0739472 0.0807345 0.0794337 0.0711302 0.0598148 0.0488102 0.0395515 0.0322359 0.0265853 0.0222335 0.0188601 0.0162171 0.0141207 0.0124373 0.0110692 0.00994481 0.00901117 0.00822852 0.00756677 0.00700284 0.00651884 0.00610076 0.0057375 0.00542019 0.00514169 0.00489619 0.00467893 
11.1423 0.00257345 0.00283682 0.00314159 0.00349671 0.00391356 0.0044068 0.00499553 0.00570489 0.00656841 0.00763135 0.00895562 0.0106269 0.0127652 0.0155392 0.0191862 0.0240333 0.0305044 0.0390651 0.0499746 0.0626392 0.0746129 0.0815638 0.0801993 0.0716599 0.0600948 0.0489123 0.0395502 0.032182 0.0265078 0.0221478 0.0187739 0.016134 0.0140424 0.0123641 0.0110011 0.00988158 0.00895234 0.00817367 0.0075155 0.00695476 0.00647362 0.00605808 0.00569709 0.00538181 0.00510513 0.00486127 0.00464548 
11.2224 0.00255529 0.00281692 0.00311972 0.00347259 0.00388688 0.00437721 0.0049626 0.00566817 0.00652739 0.00758553 0.00890456 0.0105704 0.0127036 0.0154743 0.0191223 0.0239801 0.0304821 0.0391124 0.0501574 0.0630429 0.0752831 0.0824019 0.0809715 0.0721907 0.060372 0.0490107 0.0395459 0.0321259 0.0264289 0.0220613 0.0186873 0.0160508 0.0139641 0.0122911 0.0109333 0.00981857 0.00889377 0.0081191 0.0074645 0.00690697 0.00642867 0.00601567 0.00565695 0.00534371 0.00506884 0.00482661 0.00461229 
11.3026 0.00253725 0.00279715 0.00309798 0.00344862 0.00386036 0.00434777 0.00492983 0.00563159 0.0064865 0.00753981 0.00885355 0.0105139 0.0126419 0.0154089 0.0190575 0.0239254 0.0304576 0.0391567 0.0503372 0.0634459 0.0759578 0.0832487 0.0817504 0.0727224 0.0606464 0.0491054 0.0395386 0.0320677 0.0263487 0.021974 0.0186003 0.0159675 0.0138858 0.0122182 0.0108656 0.00975581 0.00883546 0.0080648 0.00741379 0.00685945 0.006384 0.00597355 0.00561709 0.00530587 0.00503282 0.00479221 0.00457935 
