K 21F 21.1F 21.2F 21.3F 21.4F 21.5F 21.6F 21.7F 21.8F 21.9F 22F 22.1F 22.2F 22.3F 22.4F 22.5F 22.6F 22.7F 22.8F 22.9F 
8.8978 0.0248451 0.0273757 0.0301761 0.0332503 0.0365866 0.0401506 0.0438768 0.0476611 0.0513571 0.0547789 0.0577158 0.0599584 0.0613335 0.0617378 0.0611592 0.0596777 0.0574458 0.0546563 0.0515086 0.0481838 
8.97796 0.0248406 0.0273919 0.0302197 0.0333292 0.03671 0.0403285 0.0441192 0.0479766 0.0517509 0.0552506 0.0582573 0.0605534 0.0619581 0.0623637 0.0617579 0.0602251 0.057925 0.0550586 0.0518328 0.0484341 
9.05812 0.0248342 0.027406 0.030261 0.0334057 0.0368311 0.0405045 0.0443603 0.0482919 0.0521459 0.0557251 0.0588034 0.0611543 0.0625894 0.0629961 0.0623623 0.0607768 0.0584068 0.0554617 0.0521563 0.0486827 
9.13828 0.0248259 0.027418 0.0303 0.0334799 0.0369499 0.0406784 0.0446001 0.0486069 0.052542 0.0562024 0.059354 0.0617612 0.0632273 0.0636351 0.0629724 0.0613327 0.0588909 0.0558655 0.0524791 0.0489295 
9.21844 0.0248157 0.0274278 0.0303366 0.0335515 0.0370664 0.0408504 0.0448386 0.0489215 0.0529392 0.0566825 0.0599092 0.062374 0.063872 0.0642809 0.0635883 0.0618928 0.0593775 0.05627 0.0528011 0.0491744 
9.2986 0.0248036 0.0274355 0.0303709 0.0336208 0.0371804 0.0410202 0.0450755 0.0492357 0.0533374 0.0571654 0.0604689 0.0629929 0.0645235 0.0649334 0.0642101 0.0624571 0.0598665 0.0566751 0.0531222 0.0494175 
9.37876 0.0247896 0.027441 0.0304028 0.0336875 0.037292 0.0411879 0.0453109 0.0495494 0.0537366 0.0576511 0.0610332 0.0636178 0.065182 0.0655927 0.0648376 0.0630257 0.0603578 0.0570808 0.0534425 0.0496586 
9.45892 0.0247738 0.0274444 0.0304324 0.0337518 0.0374011 0.0413533 0.0455448 0.0498626 0.0541367 0.0581394 0.061602 0.0642488 0.0658474 0.0662589 0.0654711 0.0635985 0.0608514 0.0574869 0.0537617 0.0498976 
9.53908 0.024756 0.0274457 0.0304596 0.0338135 0.0375077 0.0415166 0.0457769 0.0501752 0.0545376 0.0586305 0.0621755 0.0648861 0.0665198 0.0669321 0.0661104 0.0641755 0.0613472 0.0578935 0.0540798 0.0501345 
9.61924 0.0247365 0.0274449 0.0304844 0.0338727 0.0376117 0.0416775 0.0460074 0.050487 0.0549394 0.0591242 0.0627535 0.0655295 0.0671994 0.0676122 0.0667558 0.0647567 0.0618453 0.0583003 0.0543968 0.0503692 
9.6994 0.0247151 0.0274419 0.0305068 0.0339293 0.0377132 0.041836 0.0462361 0.0507981 0.0553419 0.0596205 0.0633361 0.0661792 0.0678862 0.0682995 0.0674071 0.0653422 0.0623455 0.0587075 0.0547125 0.0506017 
9.77956 0.0246919 0.0274368 0.0305269 0.0339834 0.037812 0.0419921 0.0464629 0.0511084 0.0557451 0.0601194 0.0639233 0.0668352 0.0685802 0.068994 0.0680645 0.0659318 0.0628479 0.0591148 0.0550269 0.0508318 
9.85972 0.0246668 0.0274296 0.0305445 0.0340348 0.0379082 0.0421458 0.0466878 0.0514178 0.056149 0.0606208 0.0645152 0.0674976 0.0692815 0.0696957 0.068728 0.0665257 0.0633523 0.0595223 0.0553399 0.0510596 
9.93988 0.02464 0.0274203 0.0305598 0.0340837 0.0380017 0.0422969 0.0469107 0.0517262 0.0565533 0.0611248 0.0651116 0.0681664 0.0699903 0.0704047 0.0693975 0.0671237 0.0638588 0.0599298 0.0556515 0.0512849 
10.02 0.0246114 0.0274089 0.0305727 0.0341299 0.0380925 0.0424455 0.0471316 0.0520336 0.0569582 0.0616312 0.0657127 0.0688416 0.0707066 0.071121 0.0700733 0.067726 0.0643672 0.0603373 0.0559615 0.0515076 
10.1002 0.024581 0.0273954 0.0305832 0.0341735 0.0381806 0.0425915 0.0473504 0.0523398 0.0573635 0.0621401 0.0663184 0.0695234 0.0714304 0.0718448 0.0707552 0.0683324 0.0648776 0.0607447 0.0562699 0.0517278 
10.1804 0.0245489 0.0273798 0.0305913 0.0342145 0.0382659 0.0427348 0.0475671 0.0526449 0.0577692 0.0626514 0.0669287 0.0702117 0.0721618 0.0725761 0.0714433 0.0689429 0.0653898 0.0611519 0.0565766 0.0519453 
10.2605 0.024515 0.0273622 0.030597 0.0342528 0.0383484 0.0428755 0.0477815 0.0529487 0.0581751 0.063165 0.0675437 0.0709066 0.072901 0.073315 0.0721377 0.0695576 0.0659038 0.0615589 0.0568815 0.0521601 
10.3407 0.0244794 0.0273425 0.0306004 0.0342885 0.0384281 0.0430133 0.0479935 0.0532512 0.0585813 0.0636809 0.0681632 0.0716082 0.073648 0.0740616 0.0728384 0.0701764 0.0664196 0.0619655 0.0571846 0.0523721 
10.4208 0.0244422 0.0273208 0.0306014 0.0343215 0.0385049 0.0431484 0.0482033 0.0535523 0.0589877 0.0641991 0.0687874 0.0723165 0.0744028 0.0748159 0.0735454 0.0707994 0.0669371 0.0623717 0.0574856 0.0525812 
10.501 0.0244032 0.0272971 0.0306 0.0343518 0.0385789 0.0432807 0.0484106 0.0538519 0.0593941 0.0647196 0.0694163 0.0730315 0.0751656 0.075578 0.0742588 0.0714264 0.0674562 0.0627775 0.0577847 0.0527875 
10.5812 0.0243626 0.0272713 0.0305962 0.0343794 0.03865 0.0434101 0.0486154 0.0541499 0.0598005 0.0652421 0.0700497 0.0737533 0.0759364 0.076348 0.0749786 0.0720575 0.0679769 0.0631826 0.0580817 0.0529907 
10.6613 0.0243203 0.0272436 0.0305901 0.0344043 0.0387181 0.0435366 0.0488177 0.0544463 0.0602068 0.0657668 0.0706878 0.074482 0.0767153 0.077126 0.0757048 0.0726926 0.068499 0.0635871 0.0583765 0.0531909 
10.7415 0.0242764 0.0272139 0.0305816 0.0344266 0.0387834 0.0436601 0.0490174 0.054741 0.060613 0.0662936 0.0713305 0.0752175 0.0775024 0.077912 0.0764375 0.0733318 0.0690227 0.0639908 0.058669 0.0533879 
10.8216 0.0242309 0.0271822 0.0305708 0.0344461 0.0388457 0.0437807 0.0492144 0.0550338 0.061019 0.0668224 0.0719778 0.07596 0.0782978 0.0787061 0.0771767 0.073975 0.0695477 0.0643937 0.0589592 0.0535818 
10.9018 0.0241838 0.0271486 0.0305577 0.034463 0.038905 0.0438982 0.0494087 0.0553249 0.0614247 0.0673531 0.0726297 0.0767095 0.0791015 0.0795084 0.0779225 0.0746222 0.070074 0.0647957 0.0592469 0.0537725 
10.982 0.0241352 0.027113 0.0305422 0.0344772 0.0389613 0.0440126 0.0496002 0.055614 0.06183 0.0678858 0.0732862 0.0774661 0.0799137 0.080319 0.0786748 0.0752734 0.0706015 0.0651967 0.0595321 0.0539599 
11.0621 0.024085 0.0270756 0.0305245 0.0344886 0.0390147 0.044124 0.0497889 0.055901 0.0622349 0.0684203 0.0739472 0.0782297 0.0807345 0.0811379 0.0794337 0.0759285 0.0711302 0.0655965 0.0598148 0.0541439 
11.1423 0.0240333 0.0270362 0.0305044 0.0344974 0.0390651 0.0442322 0.0499746 0.056186 0.0626392 0.0689565 0.0746129 0.0790004 0.0815638 0.0819653 0.0801993 0.0765874 0.0716599 0.0659952 0.0600948 0.0543245 
11.2224 0.0239801 0.026995 0.0304821 0.0345036 0.0391124 0.0443372 0.0501574 0.0564688 0.0630429 0.0694945 0.0752831 0.0797784 0.0824019 0.0828011 0.0809715 0.0772503 0.0721907 0.0663926 0.060372 0.0545017 
11.3026 0.0239254 0.026952 0.0304576 0.034507 0.0391567 0.044439 0.0503372 0.0567493 0.0634459 0.0700342 0.0759578 0.0805636 0.0832487 0.0836456 0.0817504 0.077917 0.0727224 0.0667887 0.0606464 0.0546753 
11.3828 0.0238693 0.0269071 0.0304307 0.0345078 0.039198 0.0445376 0.0505139 0.0570275 0.063848 0.0705754 0.0766371 0.081356 0.0841044 0.0844987 0.0825361 0.0785875 0.073255 0.0671833 0.0609179 0.0548454 
11.4629 0.0238118 0.0268604 0.0304017 0.0345059 0.0392362 0.044633 0.0506875 0.0573033 0.0642494 0.0711182 0.0773209 0.0821558 0.0849691 0.0853606 0.0833285 0.0792617 0.0737884 0.0675763 0.0611864 0.0550118 
11.5431 0.0237528 0.0268119 0.0303705 0.0345013 0.0392713 0.044725 0.0508579 0.0575767 0.0646497 0.0716624 0.0780091 0.0829629 0.0858429 0.0862313 0.0841277 0.0799397 0.0743224 0.0679677 0.0614519 0.0551746 
11.6232 0.0236925 0.0267617 0.030337 0.0344941 0.0393034 0.0448138 0.0510251 0.0578475 0.065049 0.0722081 0.0787019 0.0837775 0.0867258 0.087111 0.0849337 0.0806214 0.074857 0.0683573 0.0617142 0.0553336 
11.7034 0.0236308 0.0267097 0.0303014 0.0344843 0.0393325 0.0448992 0.051189 0.0581156 0.0654472 0.072755 0.0793991 0.0845995 0.0876179 0.0879996 0.0857465 0.0813068 0.0753922 0.0687451 0.0619733 0.0554889 
11.7836 0.0235678 0.0266561 0.0302636 0.0344719 0.0393585 0.0449812 0.0513496 0.058381 0.0658441 0.0733032 0.0801008 0.0854291 0.0885194 0.0888974 0.0865662 0.0819957 0.0759278 0.069131 0.0622291 0.0556403 
11.8637 0.0235035 0.0266007 0.0302237 0.0344568 0.0393814 0.0450599 0.0515067 0.0586437 0.0662398 0.0738526 0.0808068 0.0862662 0.0894303 0.0898043 0.0873928 0.0826882 0.0764638 0.0695149 0.0624815 0.0557879 
11.9439 0.023438 0.0265437 0.0301817 0.0344392 0.0394012 0.0451351 0.0516605 0.0589035 0.066634 0.074403 0.0815172 0.0871109 0.0903508 0.0907205 0.0882264 0.0833843 0.077 0.0698966 0.0627305 0.0559316 
12.024 0.0233711 0.026485 0.0301377 0.0344189 0.039418 0.0452069 0.0518108 0.0591603 0.0670267 0.0749545 0.082232 0.0879632 0.0912809 0.091646 0.0890668 0.0840838 0.0775363 0.0702762 0.062976 0.0560713 
12.1042 0.0233031 0.0264248 0.0300915 0.0343961 0.0394317 0.0452753 0.0519575 0.0594141 0.0674179 0.0755069 0.0829511 0.0888233 0.0922207 0.092581 0.0899143 0.0847867 0.0780728 0.0706534 0.0632178 0.056207 
12.1844 0.0232338 0.0263629 0.0300433 0.0343708 0.0394424 0.0453402 0.0521007 0.0596649 0.0678074 0.0760602 0.0836746 0.0896911 0.0931703 0.0935255 0.0907687 0.0854929 0.0786092 0.0710282 0.063456 0.0563387 
12.2645 0.0231634 0.0262995 0.0299931 0.0343429 0.03945 0.0454017 0.0522403 0.0599125 0.0681951 0.0766143 0.0844022 0.0905666 0.0941298 0.0944796 0.0916301 0.0862025 0.0791455 0.0714005 0.0636905 0.0564663 
12.3447 0.0230918 0.0262346 0.0299409 0.0343126 0.0394546 0.0454596 0.0523763 0.0601569 0.0685809 0.077169 0.0851341 0.09145 0.0950994 0.0954435 0.0924986 0.0869154 0.0796816 0.0717702 0.0639212 0.0565898 
12.4248 0.0230191 0.0261681 0.0298868 0.0342797 0.0394562 0.0455141 0.0525085 0.0603979 0.0689648 0.0777243 0.0858702 0.0923413 0.0960791 0.0964171 0.0933741 0.0876314 0.0802173 0.0721372 0.064148 0.0567091 
12.505 0.0229454 0.0261002 0.0298307 0.0342444 0.0394547 0.045565 0.052637 0.0606356 0.0693466 0.0782802 0.0866105 0.0932405 0.097069 0.0974006 0.0942567 0.0883506 0.0807527 0.0725014 0.0643709 0.0568243 
12.5852 0.0228705 0.0260309 0.0297727 0.0342066 0.0394502 0.0456124 0.0527618 0.0608699 0.0697262 0.0788364 0.0873549 0.0941477 0.0980692 0.0983941 0.0951464 0.0890729 0.0812875 0.0728627 0.0645897 0.0569353 
12.6653 0.0227946 0.0259601 0.0297128 0.0341664 0.0394427 0.0456564 0.0528828 0.0611007 0.0701037 0.079393 0.0881033 0.0950628 0.0990799 0.0993976 0.0960432 0.0897981 0.0818217 0.073221 0.0648045 0.057042 
12.7455 0.0227177 0.0258879 0.0296511 0.0341238 0.0394322 0.0456967 0.0529999 0.0613278 0.0704788 0.0799499 0.0888558 0.095986 0.100101 0.100411 0.0969471 0.0905263 0.0823552 0.0735763 0.0650151 0.0571445 
12.8257 0.0226398 0.0258144 0.0295875 0.0340788 0.0394188 0.0457336 0.0531131 0.0615514 0.0708514 0.0805068 0.0896123 0.0969173 0.101133 0.101435 0.0978582 0.0912574 0.0828878 0.0739283 0.0652216 0.0572427 
12.9058 0.0225609 0.0257395 0.0295221 0.0340315 0.0394023 0.0457669 0.0532225 0.0617712 0.0712215 0.0810639 0.0903727 0.0978566 0.102175 0.10247 0.0987764 0.0919913 0.0834195 0.0742771 0.0654237 0.0573365 
12.986 0.0224811 0.0256633 0.029455 0.0339819 0.039383 0.0457966 0.053328 0.0619872 0.071589 0.0816208 0.091137 0.0988042 0.103229 0.103515 0.0997017 0.0927279 0.0839501 0.0746225 0.0656216 0.0574261 
13.0661 0.0224003 0.0255858 0.0293861 0.0339299 0.0393607 0.0458229 0.0534294 0.0621994 0.0719538 0.0821777 0.0919051 0.09976 0.104293 0.10457 0.100634 0.0934672 0.0844796 0.0749644 0.0658151 0.0575113 
13.1463 0.0223187 0.0255071 0.0293155 0.0338757 0.0393355 0.0458456 0.053527 0.0624077 0.0723158 0.0827342 0.092677 0.100724 0.105369 0.105636 0.101574 0.094209 0.0850078 0.0753028 0.0660041 0.0575921 
13.2265 0.0222363 0.0254272 0.0292433 0.0338192 0.0393074 0.0458647 0.0536205 0.0626121 0.0726749 0.0832905 0.0934527 0.101696 0.106455 0.106713 0.102521 0.0949534 0.0855347 0.0756375 0.0661887 0.0576685 
13.3066 0.022153 0.025346 0.0291693 0.0337606 0.0392765 0.0458804 0.0537099 0.0628124 0.0730309 0.0838462 0.094232 0.102677 0.107553 0.1078 0.103475 0.0957002 0.08606 0.0759685 0.0663687 0.0577405 
13.3868 0.0220688 0.0252637 0.0290938 0.0336997 0.0392427 0.0458925 0.0537954 0.0630086 0.0733838 0.0844014 0.095015 0.103666 0.108663 0.108899 0.104436 0.0964493 0.0865837 0.0762956 0.0665441 0.057808 
13.4669 0.0219839 0.0251803 0.0290167 0.0336367 0.0392061 0.0459011 0.0538767 0.0632007 0.0737336 0.084956 0.0958015 0.104663 0.109784 0.110008 0.105405 0.0972006 0.0871057 0.0766187 0.0667149 0.0578712 
13.5471 0.0218983 0.0250957 0.028938 0.0335715 0.0391667 0.0459062 0.053954 0.0633886 0.0740801 0.0855097 0.0965915 0.105669 0.110916 0.111129 0.10638 0.0979542 0.0876258 0.0769379 0.066881 0.0579299 
13.6273 0.0218119 0.0250101 0.0288577 0.0335043 0.0391245 0.0459078 0.0540272 0.0635723 0.0744231 0.0860626 0.0973849 0.106683 0.112061 0.112261 0.107363 0.0987098 0.088144 0.0772529 0.0670423 0.0579842 
13.7074 0.0217248 0.0249234 0.028776 0.033435 0.0390796 0.0459059 0.0540963 0.0637517 0.0747627 0.0866145 0.0981817 0.107706 0.113217 0.113404 0.108353 0.0994673 0.0886601 0.0775637 0.0671989 0.058034 
13.7876 0.021637 0.0248358 0.0286928 0.0333637 0.039032 0.0459006 0.0541613 0.0639267 0.0750988 0.0871652 0.0989817 0.108737 0.114385 0.114559 0.109351 0.100227 0.0891741 0.0778702 0.0673507 0.0580794 
13.8677 0.0215486 0.0247471 0.0286082 0.0332903 0.0389817 0.0458918 0.0542221 0.0640973 0.0754311 0.0877148 0.099785 0.109777 0.115565 0.115725 0.110355 0.100988 0.0896857 0.0781724 0.0674976 0.0581203 
13.9479 0.0214595 0.0246574 0.0285222 0.033215 0.0389287 0.0458795 0.0542788 0.0642635 0.0757597 0.088263 0.100591 0.110825 0.116758 0.116903 0.111367 0.101751 0.0901948 0.07847 0.0676395 0.0581567 
14.0281 0.0213699 0.0245669 0.0284348 0.0331378 0.0388731 0.0458639 0.0543313 0.0644251 0.0760845 0.0888098 0.101401 0.111882 0.117963 0.118092 0.112386 0.102515 0.0907014 0.0787631 0.0677766 0.0581887 
14.1082 0.0212796 0.0244754 0.0283461 0.0330587 0.0388149 0.0458449 0.0543797 0.0645823 0.0764053 0.089355 0.102213 0.112947 0.11918 0.119294 0.113412 0.103281 0.0912054 0.0790516 0.0679087 0.0582163 
14.1884 0.0211888 0.024383 0.0282561 0.0329777 0.0387541 0.0458225 0.0544239 0.0647349 0.0767221 0.0898985 0.103029 0.114022 0.12041 0.120507 0.114445 0.104049 0.0917065 0.0793353 0.0680357 0.0582394 
14.2685 0.0210975 0.0242898 0.0281648 0.0328948 0.0386908 0.0457967 0.054464 0.0648828 0.0770348 0.0904402 0.103847 0.115104 0.121653 0.121733 0.115486 0.104817 0.0922047 0.0796143 0.0681578 0.0582581 
14.3487 0.0210056 0.0241958 0.0280722 0.0328102 0.038625 0.0457676 0.0544999 0.0650261 0.0773433 0.09098 0.104668 0.116196 0.122908 0.122971 0.116533 0.105587 0.0926999 0.0798883 0.0682748 0.0582723 
14.4289 0.0209133 0.024101 0.0279785 0.0327238 0.0385568 0.0457352 0.0545316 0.0651647 0.0776474 0.0915177 0.105491 0.117296 0.124177 0.124221 0.117588 0.106358 0.093192 0.0801574 0.0683867 0.0582822 
14.509 0.0208205 0.0240054 0.0278835 0.0326357 0.0384861 0.0456995 0.0545592 0.0652986 0.0779473 0.0920533 0.106317 0.118405 0.125458 0.125483 0.11865 0.10713 0.0936807 0.0804215 0.0684934 0.0582876 
14.5892 0.0207272 0.023909 0.0277874 0.0325459 0.0384129 0.0456606 0.0545827 0.0654277 0.0782426 0.0925866 0.107146 0.119523 0.126753 0.126758 0.119719 0.107902 0.094166 0.0806805 0.0685951 0.0582887 
14.6693 0.0206335 0.023812 0.0276903 0.0324544 0.0383375 0.0456184 0.054602 0.065552 0.0785334 0.0931176 0.107977 0.12065 0.128061 0.128045 0.120795 0.108676 0.0946478 0.0809342 0.0686916 0.0582854 
14.7495 0.0205395 0.0237143 0.027592 0.0323614 0.0382597 0.045573 0.0546172 0.0656715 0.0788196 0.0936459 0.10881 0.121785 0.129383 0.129345 0.121878 0.10945 0.095126 0.0811828 0.0687829 0.0582778 
14.8297 0.020445 0.0236159 0.0274927 0.0322667 0.0381796 0.0455245 0.0546283 0.0657861 0.0791011 0.0941717 0.109645 0.12293 0.130719 0.130658 0.122968 0.110224 0.0956004 0.081426 0.0688691 0.0582658 
14.9098 0.0203503 0.0235169 0.0273923 0.0321705 0.0380972 0.0454728 0.0546353 0.0658959 0.0793778 0.0946946 0.110483 0.124083 0.132068 0.131984 0.124065 0.110998 0.0960709 0.0816638 0.06895 0.0582496 
14.99 0.0202551 0.0234173 0.027291 0.0320727 0.0380126 0.0454181 0.0546381 0.0660008 0.0796497 0.0952147 0.111322 0.125245 0.133431 0.133323 0.125169 0.111773 0.0965373 0.0818962 0.0690258 0.058229 
15.0701 0.0201597 0.0233171 0.0271887 0.0319735 0.0379259 0.0453602 0.054637 0.0661008 0.0799166 0.0957318 0.112163 0.126416 0.134808 0.134675 0.126279 0.112548 0.0969997 0.082123 0.0690963 0.0582042 
15.1503 0.020064 0.0232164 0.0270855 0.0318729 0.037837 0.0452993 0.0546317 0.0661958 0.0801785 0.0962457 0.113006 0.127595 0.1362 0.136041 0.127397 0.113323 0.0974578 0.0823443 0.0691617 0.0581752 
15.2305 0.019968 0.0231151 0.0269814 0.0317708 0.037746 0.0452354 0.0546224 0.0662859 0.0804353 0.0967563 0.113851 0.128784 0.137605 0.137419 0.128522 0.114098 0.0979115 0.0825599 0.0692218 0.058142 
15.3106 0.0198718 0.0230134 0.0268765 0.0316674 0.0376529 0.0451686 0.0546091 0.066371 0.080687 0.0972635 0.114697 0.129981 0.139025 0.138812 0.129653 0.114872 0.0983607 0.0827699 0.0692766 0.0581046 
15.3908 0.0197753 0.0229111 0.0267707 0.0315626 0.0375578 0.0450988 0.0545918 0.0664512 0.0809335 0.0977672 0.115544 0.131188 0.14046 0.140217 0.130791 0.115646 0.0988053 0.0829741 0.0693263 0.0580631 
15.4709 0.0196786 0.0228084 0.0266641 0.0314565 0.0374607 0.0450261 0.0545705 0.0665264 0.0811747 0.0982673 0.116393 0.132403 0.14191 0.141637 0.131936 0.116419 0.0992451 0.0831725 0.0693707 0.0580175 
15.5511 0.0195818 0.0227053 0.0265568 0.0313492 0.0373617 0.0449506 0.0545453 0.0665966 0.0814105 0.0987636 0.117243 0.133627 0.143374 0.14307 0.133087 0.117191 0.0996802 0.0833651 0.06941 0.0579678 
15.6313 0.0194848 0.0226018 0.0264487 0.0312406 0.0372607 0.0448723 0.0545162 0.0666618 0.0816409 0.099256 0.118093 0.13486 0.144854 0.144518 0.134246 0.117963 0.10011 0.0835517 0.069444 0.0579141 
15.7114 0.0193876 0.0224979 0.0263399 0.0311309 0.0371579 0.0447911 0.0544832 0.0667219 0.0818659 0.0997444 0.118945 0.136102 0.146348 0.145979 0.13541 0.118733 0.100535 0.0837325 0.0694728 0.0578564 
15.7916 0.0192903 0.0223937 0.0262304 0.03102 0.0370533 0.0447073 0.0544463 0.0667771 0.0820853 0.100229 0.119798 0.137353 0.147859 0.147455 0.136581 0.119503 0.100955 0.0839072 0.0694964 0.0577948 
15.8717 0.0191929 0.0222891 0.0261202 0.030908 0.0369469 0.0446207 0.0544056 0.0668273 0.0822991 0.100709 0.120651 0.138613 0.149384 0.148945 0.137759 0.120271 0.101369 0.084076 0.0695149 0.0577292 
15.9519 0.0190953 0.0221842 0.0260095 0.0307948 0.0368387 0.0445315 0.0543611 0.0668725 0.0825073 0.101184 0.121504 0.139881 0.150925 0.150449 0.138943 0.121037 0.101778 0.0842387 0.0695282 0.0576598 
16.0321 0.0189977 0.0220791 0.0258981 0.0306807 0.0367289 0.0444397 0.0543128 0.0669127 0.0827098 0.101655 0.122358 0.141159 0.152482 0.151968 0.140133 0.121802 0.102182 0.0843952 0.0695364 0.0575865 
16.1122 0.0189001 0.0219736 0.0257862 0.0305655 0.0366173 0.0443454 0.0542608 0.0669479 0.0829066 0.102122 0.123213 0.142445 0.154055 0.153501 0.14133 0.122565 0.10258 0.0845457 0.0695394 0.0575095 
16.1924 0.0188024 0.021868 0.0256737 0.0304493 0.0365042 0.0442485 0.0542051 0.0669781 0.0830975 0.102584 0.124067 0.14374 0.155644 0.15505 0.142533 0.123326 0.102972 0.08469 0.0695374 0.0574287 
16.2725 0.0187047 0.0217621 0.0255607 0.0303322 0.0363894 0.0441491 0.0541457 0.0670034 0.0832827 0.10304 0.124921 0.145044 0.15725 0.156613 0.143741 0.124085 0.103358 0.0848282 0.0695303 0.0573442 
16.3527 0.0186069 0.021656 0.0254473 0.0302142 0.0362731 0.0440473 0.0540828 0.0670237 0.0834619 0.103492 0.125775 0.146357 0.158872 0.158191 0.144956 0.124842 0.103739 0.0849601 0.0695181 0.0572561 
16.4329 0.0185092 0.0215497 0.0253333 0.0300953 0.0361553 0.0439431 0.0540162 0.0670391 0.0836353 0.103939 0.126629 0.147679 0.16051 0.159784 0.146177 0.125596 0.104113 0.0850858 0.069501 0.0571644 
16.513 0.0184115 0.0214433 0.025219 0.0299756 0.0360361 0.0438365 0.0539461 0.0670495 0.0838026 0.10438 0.127482 0.149009 0.162165 0.161393 0.147404 0.126348 0.104481 0.0852052 0.0694788 0.0570691 
16.5932 0.0183138 0.0213367 0.0251042 0.029855 0.0359154 0.0437277 0.0538726 0.0670551 0.083964 0.104817 0.128335 0.150348 0.163837 0.163017 0.148636 0.127097 0.104843 0.0853184 0.0694517 0.0569703 
16.6733 0.0182161 0.02123 0.0249891 0.0297337 0.0357934 0.0436165 0.0537955 0.0670557 0.0841194 0.105247 0.129187 0.151695 0.165526 0.164656 0.149874 0.127844 0.105199 0.0854253 0.0694196 0.0568681 
16.7535 0.0181186 0.0211232 0.0248736 0.0296116 0.03567 0.0435032 0.0537151 0.0670515 0.0842687 0.105673 0.130038 0.153052 0.167233 0.166311 0.151118 0.128587 0.105548 0.085526 0.0693827 0.0567625 
16.8337 0.0180211 0.0210164 0.0247578 0.0294888 0.0355453 0.0433877 0.0536313 0.0670425 0.0844119 0.106092 0.130887 0.154417 0.168956 0.167982 0.152367 0.129327 0.105891 0.0856203 0.0693409 0.0566535 
16.9138 0.0179237 0.0209094 0.0246416 0.0293653 0.0354193 0.0432701 0.0535442 0.0670287 0.0845491 0.106506 0.131736 0.15579 0.170698 0.169668 0.153622 0.130063 0.106227 0.0857083 0.0692944 0.0565413 
16.994 0.0178264 0.0208025 0.0245252 0.0292412 0.0352922 0.0431505 0.0534538 0.0670101 0.0846801 0.106914 0.132583 0.157172 0.172457 0.171371 0.154882 0.130796 0.106556 0.08579 0.069243 0.0564258 
17.0741 0.0177292 0.0206955 0.0244086 0.0291164 0.0351638 0.0430288 0.0533601 0.0669867 0.0848049 0.107315 0.133428 0.158563 0.174234 0.173089 0.156147 0.131526 0.106879 0.0858655 0.0691869 0.0563071 
17.1543 0.0176322 0.0205885 0.0242917 0.0289911 0.0350343 0.0429051 0.0532633 0.0669587 0.0849236 0.107711 0.134272 0.159962 0.176029 0.174824 0.157417 0.132251 0.107194 0.0859346 0.0691262 0.0561853 
17.2345 0.0175353 0.0204815 0.0241746 0.0288652 0.0349037 0.0427795 0.0531634 0.0669259 0.0850361 0.108101 0.135114 0.161369 0.177842 0.176575 0.158692 0.132972 0.107503 0.0859974 0.0690608 0.0560604 
17.3146 0.0174385 0.0203745 0.0240573 0.0287387 0.034772 0.042652 0.0530604 0.0668885 0.0851424 0.108484 0.135953 0.162785 0.179674 0.178343 0.159972 0.13369 0.107805 0.0860539 0.0689908 0.0559325 
17.3948 0.0173419 0.0202676 0.0239398 0.0286118 0.0346393 0.0425227 0.0529544 0.0668465 0.0852425 0.10886 0.136791 0.164209 0.181525 0.180127 0.161257 0.134402 0.108099 0.0861041 0.0689162 0.0558016 
17.4749 0.0172455 0.0201607 0.0238222 0.0284844 0.0345057 0.0423915 0.0528453 0.0667999 0.0853364 0.109231 0.137626 0.165641 0.183394 0.181928 0.162547 0.135111 0.108387 0.0861481 0.0688372 0.0556679 
17.5551 0.0171493 0.020054 0.0237045 0.0283566 0.034371 0.0422587 0.0527334 0.0667488 0.0854241 0.109594 0.138458 0.167081 0.185282 0.183745 0.163841 0.135814 0.108667 0.0861858 0.0687537 0.0555312 
17.6353 0.0170534 0.0199473 0.0235867 0.0282283 0.0342355 0.0421241 0.0526186 0.0666932 0.0855055 0.109951 0.139288 0.16853 0.18719 0.18558 0.165139 0.136513 0.10894 0.0862173 0.0686658 0.0553918 
17.7154 0.0169576 0.0198407 0.0234688 0.0280997 0.0340991 0.0419879 0.0525009 0.0666331 0.0855808 0.110302 0.140115 0.169987 0.189116 0.187432 0.166442 0.137207 0.109206 0.0862426 0.0685736 0.0552497 
17.7956 0.016862 0.0197342 0.0233509 0.0279707 0.0339618 0.04185 0.0523805 0.0665687 0.0856498 0.110645 0.140939 0.171451 0.191062 0.1893 0.167748 0.137896 0.109464 0.0862616 0.0684771 0.0551049 
17.8758 0.0167667 0.0196279 0.0232329 0.0278414 0.0338237 0.0417107 0.0522573 0.0664999 0.0857126 0.110981 0.141759 0.172923 0.193028 0.191186 0.169059 0.138579 0.109714 0.0862745 0.0683764 0.0549574 
17.9559 0.0166716 0.0195217 0.0231149 0.0277118 0.0336849 0.0415698 0.0521315 0.0664268 0.0857692 0.111311 0.142576 0.174404 0.195014 0.19309 0.170374 0.139257 0.109958 0.0862813 0.0682715 0.0548074 
18.0361 0.0165768 0.0194157 0.0229969 0.0275819 0.0335454 0.0414274 0.0520031 0.0663494 0.0858197 0.111633 0.143389 0.175892 0.19702 0.195011 0.171692 0.139929 0.110193 0.0862819 0.0681625 0.0546549 
